Date,.CESIUSD,.MOVE
2022-09-07,,133.12
2022-09-09,,121.54
2022-09-12,,123.07
2022-09-13,,128.87
2022-09-14,,125.35
2022-09-15,,124.07
2022-09-16,,124.95
2022-09-19,,133.79
2022-09-20,,134.66
2022-09-21,,130.54
2022-09-22,,131.93
2022-09-23,,137.28
2022-09-26,,153.61
2022-09-27,,158.12
2022-09-28,,158.99
2022-09-29,,148.14
2022-09-30,,141.89
2022-10-03,,152.94
2022-10-04,,151.21
2022-10-05,,152.01
2022-10-06,,153.29
2022-10-07,,148.46
2022-10-11,,155.57
2022-10-12,,160.72
2022-10-13,,155.08
2022-10-14,,152.89
2022-10-17,,150.42
2022-10-18,,145.79
2022-10-19,,147.73
2022-10-20,,155.61
2022-10-21,,156.95
2022-10-24,,154.02
2022-10-25,,147.78
2022-10-27,,142.78
2022-10-31,,147.92
2022-11-01,,148.42
2022-11-02,,141.17
2022-11-03,,136.28
2022-11-04,,128.44
2022-11-07,,128.33
2022-11-09,,124.4
2022-11-10,,111.69
2022-11-14,,119.99
2022-11-15,,128.62
2022-11-16,,130.83
2022-11-17,,132.18
2022-11-18,,129.33
2022-11-21,,132.13
2022-11-22,,133.53
2022-11-23,,136.2
2022-11-25,,129.6
2022-11-28,14.2,131.73
2022-11-29,,131.23
2022-11-30,,127.27
2022-12-01,9.5,119.77
2022-12-02,,118.62
2022-12-06,,129.09
2022-12-08,17.5,129.54
2022-12-09,,132.79
2022-12-12,,141.93
2022-12-13,,135.08
2022-12-15,,111.26
2022-12-16,,113.65
2022-12-19,,118.32
2022-12-20,,119.92
2022-12-21,,115.0
2022-12-22,,112.05
2022-12-23,,113.17
2022-12-27,,124.89
2022-12-28,,120.07
2022-12-29,,120.25
2022-12-30,,121.61
2023-01-03,,129.97
2023-01-04,,125.78
2023-01-05,,119.53
2023-01-06,,113.87
2023-01-09,,116.67
2023-01-10,,119.52
2023-01-11,,115.17
2023-01-12,,112.34
2023-01-13,,113.55
2023-01-17,,122.27
2023-01-18,,112.61
2023-01-19,,114.53
2023-01-20,,114.76
2023-01-23,,114.69
2023-01-24,-15.2,112.76
2023-01-25,,107.74
2023-01-26,,104.28
2023-01-30,,103.77
2023-01-31,,99.54
2023-02-01,,97.33
2023-02-02,,97.76
2023-02-03,,98.99
2023-02-06,,105.63
2023-02-07,,103.15
2023-02-09,,102.45
2023-02-10,,109.63
2023-02-13,,110.67
2023-02-14,,110.59
2023-02-15,,108.64
2023-02-16,,111.01
2023-02-17,,110.11
2023-02-21,,119.62
2023-02-22,,118.21
2023-02-23,,117.45
2023-02-24,,122.84
2023-02-27,,120.03
2023-02-28,,123.6
2023-03-01,,121.08
2023-03-03,,122.52
2023-03-06,,128.19
2023-03-07,,133.33
2023-03-08,,129.76
2023-03-10,,140.06
2023-03-13,,173.59
2023-03-14,,169.65
2023-03-15,,198.71
2023-03-16,,167.96
2023-03-17,,180.11
2023-03-20,,182.64
2023-03-21,,162.31
2023-03-22,,142.84
2023-03-23,51.3,151.4
2023-03-24,61.2,173.66
2023-03-27,,161.67
2023-03-28,,155.96
2023-03-29,,150.58
2023-03-30,59.2,141.24
2023-04-03,,138.17
2023-04-04,,147.75
2023-04-05,37.3,153.9
2023-04-10,,143.0
2023-04-11,,139.78
2023-04-12,,129.68
2023-04-13,28.4,119.95
2023-04-14,,118.84
2023-04-17,,122.69
2023-04-18,,122.78
2023-04-19,,124.02
2023-04-20,,120.61
2023-04-21,,120.84
2023-04-24,,126.28
2023-04-25,,137.13
2023-04-26,,130.39
2023-04-27,,122.43
2023-04-28,,122.46
2023-05-01,,128.18
2023-05-02,,137.55
2023-05-03,,134.5
2023-05-04,,140.71
2023-05-05,,130.21
2023-05-08,,135.07
2023-05-09,,133.93
2023-05-11,,128.21
2023-05-12,,120.52
2023-05-15,,127.89
2023-05-16,,130.3
2023-05-17,,120.78
2023-05-19,,127.51
2023-05-22,,132.29
2023-05-25,,139.54
2023-05-26,,145.37
2023-05-30,,141.36
2023-05-31,,136.02
2023-06-01,,124.63
2023-06-02,,120.95
2023-06-05,,119.08
2023-06-06,,114.42
2023-06-08,,115.11
2023-06-09,,115.77
2023-06-12,,119.8
2023-06-14,,114.37
2023-06-15,,107.34
2023-06-16,,104.43
2023-06-20,,114.19
2023-06-21,,110.84
2023-06-23,,105.74
2023-06-26,,109.02
2023-06-27,,110.85
2023-06-29,,113.45
2023-06-30,,110.64
2023-07-03,,110.77
2023-07-05,52.9,110.53
2023-07-06,73.7,134.63
2023-07-07,,130.41
2023-07-11,,127.07
2023-07-12,,114.07
2023-07-13,67.8,111.75
2023-07-14,,112.48
2023-07-17,74.8,
2023-07-18,,112.45
2023-07-19,63.7,107.19
2023-07-20,,112.85
2023-07-21,,106.66
2023-07-24,,109.95
2023-07-25,,113.02
2023-07-26,68.2,104.88
2023-07-27,81.9,
2023-07-28,79.6,109.76
2023-07-31,,112.03
2023-08-01,74.0,116.38
2023-08-02,,115.15
2023-08-03,78.7,124.6
2023-08-04,,115.91
2023-08-07,,120.94
2023-08-08,,118.74
2023-08-09,,112.55
2023-08-10,74.4,
2023-08-11,,112.13
2023-08-14,,119.94
2023-08-16,,117.24
2023-08-17,,121.14
2023-08-18,,120.51
2023-08-22,,126.65
2023-08-24,,117.56
2023-08-25,,110.37
2023-08-28,,110.45
2023-08-29,,110.68
2023-08-30,,109.84
2023-08-31,,107.93
2023-09-01,,102.92
2023-09-05,,109.64
2023-09-06,,111.31
2023-09-07,62.2,
2023-09-08,,104.34
2023-09-11,,107.23
2023-09-12,,105.11
2023-09-13,,101.86
2023-09-14,,97.11
2023-09-15,,96.61
2023-09-18,,99.32
2023-09-19,,101.31
2023-09-20,,97.04
2023-09-21,,106.0
2023-09-22,,101.11
2023-09-25,,117.33
2023-09-26,,117.72
2023-09-27,,122.09
2023-09-28,,115.24
2023-10-02,,127.59
2023-10-03,,141.67
2023-10-04,,128.23
2023-10-05,,130.18
2023-10-06,59.7,126.64
2023-10-10,,136.17
2023-10-11,,127.18
2023-10-12,,126.37
2023-10-16,,130.16
2023-10-17,,130.17
2023-10-18,,129.17
2023-10-19,,134.62
2023-10-20,,135.45
2023-10-23,,131.83
2023-10-24,,128.13
2023-10-25,,131.21
2023-10-26,,130.94
2023-10-27,,129.16
2023-10-31,,126.86
2023-11-01,,120.55
2023-11-02,,118.64
2023-11-06,,121.74
2023-11-07,,120.09
2023-11-08,,117.1
2023-11-09,,117.05
2023-11-10,,116.79
2023-11-13,,124.47
2023-11-14,,124.11
2023-11-15,,122.19
2023-11-16,,116.08
2023-11-17,,113.11
2023-11-20,,115.09
2023-11-21,,112.79
2023-11-22,,111.57
2023-11-24,,107.43
2023-11-27,,109.31
2023-11-28,,110.06
2023-11-29,,114.59
2023-11-30,,115.32
2023-12-01,,111.51
2023-12-04,,118.25
2023-12-06,,124.98
2023-12-07,,129.74
2023-12-08,,121.65
2023-12-11,,126.66
2023-12-13,,113.77
2023-12-14,,118.04
2023-12-15,,115.75
2023-12-18,,118.46
2023-12-19,,115.03
2023-12-20,,111.87
2023-12-21,,111.93
2023-12-22,,111.38
2023-12-28,,113.78
2023-12-29,,114.62
2024-01-02,,127.02
2024-01-03,,124.57
2024-01-04,,121.12
2024-01-05,,116.19
2024-01-09,,114.92
2024-01-11,,103.45
2024-01-12,,106.51
2024-01-16,,113.44
2024-01-17,,105.86
2024-01-18,,107.22
2024-01-19,,104.97
2024-01-22,,106.87
2024-01-24,,105.78
2024-01-25,,105.89
2024-01-26,,100.23
2024-01-29,,106.34
2024-01-30,,104.26
2024-01-31,,107.28
2024-02-01,,113.92
2024-02-02,,106.72
2024-02-05,,108.68
2024-02-06,,110.6
2024-02-07,,107.86
2024-02-09,,106.21
2024-02-12,,109.78
2024-02-13,,113.22
2024-02-14,47.2,111.97
2024-02-15,,112.09
2024-02-20,,111.02
2024-02-21,,114.27
2024-02-22,,115.59
2024-02-23,,108.31
2024-02-28,,108.71
2024-03-01,,106.48
2024-03-04,,109.57
2024-03-05,,110.33
2024-03-06,,105.33
2024-03-07,,105.45
2024-03-08,,100.88
2024-03-11,,106.63
2024-03-12,,101.36
2024-03-13,,97.03
2024-03-14,,98.67
2024-03-15,,97.82
2024-03-18,,102.87
2024-03-19,,99.99
2024-03-20,,92.72
2024-03-21,,90.82
2024-03-22,,91.04
2024-03-25,,92.24
2024-03-26,,90.63
2024-03-27,,86.28
2024-03-28,,86.38
2024-04-02,,96.57
2024-04-03,,97.88
2024-04-04,,96.13
2024-04-05,,94.31
2024-04-08,,99.37
2024-04-10,,109.59
2024-04-11,,108.86
2024-04-12,,112.82
2024-04-16,,119.59
2024-04-17,,113.29
2024-04-18,,108.66
2024-04-22,,108.56
2024-04-23,,106.85
2024-04-24,,110.21
2024-04-25,,108.55
2024-04-29,,105.42
2024-04-30,,107.46
2024-05-01,,100.64
2024-05-03,,95.96
2024-05-07,,98.04
2024-05-08,,95.58
2024-05-09,,93.85
2024-05-10,,94.23
2024-05-13,,105.35
2024-05-14,,106.55
2024-05-15,,93.78
2024-05-17,,89.35
2024-05-20,,88.13
2024-05-21,,85.34
2024-05-22,,82.49
2024-05-23,,86.15
2024-05-24,,83.57
2024-05-28,,89.67
2024-05-29,,93.45
2024-05-30,,91.09
2024-06-03,,93.92
2024-06-04,,100.11
2024-06-05,,102.43
2024-06-06,,100.99
2024-06-07,,91.82
2024-06-10,,94.16
2024-06-13,,91.93
2024-06-14,,100.16
2024-06-17,,99.07
2024-06-18,,97.99
2024-06-20,,94.14
2024-06-21,,94.09
2024-06-25,,96.97
2024-06-26,,97.91
2024-06-27,,95.69
2024-06-28,,98.59
2024-07-01,,106.23
2024-07-02,,107.51
2024-07-03,,102.83
2024-07-05,,98.78
2024-07-08,,97.96
2024-07-09,,95.62
2024-07-10,,92.97
2024-07-12,,86.79
2024-07-16,,93.87
2024-07-18,,91.97
2024-07-19,,94.29
2024-07-22,,94.45
2024-07-23,,95.04
2024-07-24,,94.81
2024-07-25,,99.08
2024-07-29,,98.65
2024-07-30,,100.42
2024-07-31,,99.41
2024-08-01,,101.82
2024-08-02,,112.26
2024-08-05,,121.22
2024-08-06,,119.24
2024-08-07,,112.69
2024-08-08,,110.42
2024-08-09,,108.26
2024-08-13,,118.44
2024-08-15,,103.74
2024-08-19,,110.13
2024-08-22,,108.5
2024-08-27,,109.22
2024-08-28,,108.76
2024-08-29,,106.7
2024-08-30,,107.77
2024-09-03,,114.2
2024-09-04,,119.15
2024-09-05,,114.81
2024-09-06,,107.24
2024-09-09,,104.61
2024-09-10,,108.36
2024-09-11,,103.79
2024-09-12,,98.03
2024-09-16,,101.22
2024-09-17,,101.58
2024-09-18,,98.61
2024-09-19,,92.64
2024-09-25,,91.64
2024-09-26,,90.14
2024-09-27,,92.53
2024-09-30,,94.61
2024-10-01,,104.14
2024-10-02,,102.17
2024-10-03,,101.16
2024-10-04,,100.15
2024-10-07,,124.23
2024-10-08,,123.77
2024-10-09,,122.39
2024-10-10,,116.56
2024-10-11,,118.47
2024-10-15,,127.23
2024-10-16,,121.86
2024-10-17,,122.14
2024-10-18,,123.13
2024-10-21,,128.95
2024-10-22,,129.26
2024-10-23,,129.05
2024-10-24,,127.48
2024-10-28,,130.92
2024-10-29,,131.87
2024-10-30,,130.8
2024-10-31,,135.18
2024-11-01,,132.58
2024-11-04,,136.25
2024-11-06,,117.64
2024-11-07,,104.08
2024-11-08,,99.85
2024-11-13,,102.08
2024-11-14,,99.43
2024-11-15,,102.47
2024-11-18,,102.01
2024-11-19,,105.12
2024-11-20,,106.69
2024-11-25,,99.96
2024-11-26,,99.18
2024-11-27,,97.74
2024-11-29,,95.22
2024-12-02,,97.81
2024-12-04,,92.25
2024-12-05,,91.48
2024-12-09,,85.63
2024-12-12,,82.66
2024-12-13,19.3,85.66
2024-12-16,,90.88
2024-12-17,,90.42
2024-12-18,,87.21
2024-12-19,,90.41
2024-12-20,,91.75
2024-12-23,,95.85
2024-12-24,,96.95
2025-01-02,,96.67
2025-01-03,5.7,93.35
2025-01-06,,97.89
2025-01-07,,102.78
2025-01-08,,100.76
2025-01-09,,99.73
2025-01-13,,103.51
2025-01-14,,101.99
2025-01-21,,96.78
2025-01-23,,88.51
2025-01-24,,86.75
2025-01-27,,95.05
2025-01-28,,92.83
2025-01-29,,90.73
2025-01-30,9.4,90.54
2025-02-03,,94.15
2025-02-04,,90.28
2025-02-05,,94.68
2025-02-06,,93.9
2025-02-07,,93.13
2025-02-11,,85.58
2025-02-12,,86.58
2025-02-14,,84.67
2025-02-18,,84.51
2025-02-19,,83.86
2025-02-20,,86.26
2025-02-24,,88.44
2025-02-26,,97.52
2025-02-27,,96.27
2025-02-28,,104.46
2025-03-03,,105.65
2025-03-04,,108.87
2025-03-05,,104.32
2025-03-06,,108.95
2025-03-07,,104.41
2025-03-10,,112.5
2025-03-12,,104.11
2025-03-13,,106.19
2025-03-14,,101.01
2025-03-17,,99.78
2025-03-18,,96.68
2025-03-20,,95.74
2025-03-21,,94.54
2025-03-25,,93.57
2025-03-26,,91.41
2025-03-27,,91.03
2025-03-28,,96.83
2025-03-31,,101.35
2025-04-01,,104.73
2025-04-02,,106.39
2025-04-03,,112.0
2025-04-04,,125.71
2025-04-07,,137.3
2025-04-08,,139.88
2025-04-09,,128.83
2025-04-10,,128.35
2025-04-11,,137.26
2025-04-14,,132.46
2025-04-15,,122.56
2025-04-17,,114.64
2025-04-21,,128.56
2025-04-22,,118.35
2025-04-24,-0.4,108.28
2025-04-25,,105.79
2025-04-28,,110.01
2025-04-29,,112.27
2025-05-01,,107.33
2025-05-05,,104.45
2025-05-06,,106.18
2025-05-07,,99.87
2025-05-08,,98.66
