,Default Spread (BofA High Yield OAS)
2016-10,4.75
2016-10,4.75
2016-10,4.82
2016-10,4.72
2016-10,4.76
2016-10,4.72
2016-10,4.66
2016-10,4.62
2016-10,4.62
2016-10,4.6
2016-10,4.6
2016-10,4.66
2016-10,4.69
2016-10,4.76
2016-10,4.91
2016-11,5.05
2016-11,5.15
2016-11,5.15
2016-11,5.2
2016-11,5.01
2016-11,4.98
2016-11,4.94
2016-11,4.97
2016-11,4.97
2016-11,5.11
2016-11,4.94
2016-11,4.94
2016-11,4.85
2016-11,4.84
2016-11,4.78
2016-11,4.7
2016-11,4.66
2016-11,4.66
2016-11,4.64
2016-11,4.66
2016-11,4.69
2016-11,4.67
2016-12,4.62
2016-12,4.64
2016-12,4.58
2016-12,4.5
2016-12,4.42
2016-12,4.38
2016-12,4.28
2016-12,4.25
2016-12,4.2
2016-12,4.12
2016-12,4.2
2016-12,4.21
2016-12,4.23
2016-12,4.2
2016-12,4.19
2016-12,4.17
2016-12,4.16
2016-12,
2016-12,4.11
2016-12,4.15
2016-12,4.18
2016-12,4.21
2016-12,4.22
2017-01,
2017-01,4.13
2017-01,4.02
2017-01,4.04
2017-01,3.98
2017-01,4.02
2017-01,4.0
2017-01,4.03
2017-01,4.05
2017-01,4.02
2017-01,4.0
2017-01,4.06
2017-01,4.01
2017-01,3.99
2017-01,4.02
2017-01,4.1
2017-01,4.02
2017-01,3.93
2017-01,3.93
2017-01,3.93
2017-01,3.96
2017-01,4.0
2017-02,3.95
2017-02,3.93
2017-02,3.86
2017-02,3.91
2017-02,3.93
2017-02,3.98
2017-02,3.93
2017-02,3.9
2017-02,3.86
2017-02,3.8
2017-02,3.77
2017-02,3.83
2017-02,3.86
2017-02,3.86
2017-02,3.81
2017-02,3.78
2017-02,3.77
2017-02,3.84
2017-02,3.75
2017-02,3.74
2017-03,3.57
2017-03,3.55
2017-03,3.6
2017-03,3.66
2017-03,3.73
2017-03,3.79
2017-03,3.88
2017-03,3.89
2017-03,3.94
2017-03,4.05
2017-03,4.02
2017-03,3.88
2017-03,3.91
2017-03,3.97
2017-03,4.04
2017-03,4.16
2017-03,4.11
2017-03,4.07
2017-03,4.12
2017-03,4.01
2017-03,3.94
2017-03,3.85
2017-03,3.92
2017-04,3.98
2017-04,3.98
2017-04,3.91
2017-04,3.93
2017-04,3.86
2017-04,3.86
2017-04,3.94
2017-04,3.96
2017-04,4.03
2017-04,
2017-04,4.0
2017-04,4.07
2017-04,4.01
2017-04,3.98
2017-04,3.97
2017-04,3.86
2017-04,3.78
2017-04,3.76
2017-04,3.78
2017-04,3.75
2017-04,3.81
2017-05,3.78
2017-05,3.79
2017-05,3.76
2017-05,3.8
2017-05,3.82
2017-05,3.8
2017-05,3.74
2017-05,3.72
2017-05,3.72
2017-05,3.77
2017-05,3.72
2017-05,3.71
2017-05,3.84
2017-05,3.85
2017-05,3.78
2017-05,3.72
2017-05,3.67
2017-05,3.68
2017-05,3.67
2017-05,3.67
2017-05,3.67
2017-05,3.68
2017-05,3.74
2017-06,3.69
2017-06,3.69
2017-06,3.68
2017-06,3.72
2017-06,3.73
2017-06,3.76
2017-06,3.73
2017-06,3.71
2017-06,3.68
2017-06,3.7
2017-06,3.72
2017-06,3.76
2017-06,3.7
2017-06,3.77
2017-06,3.85
2017-06,3.87
2017-06,3.86
2017-06,3.83
2017-06,3.77
2017-06,3.77
2017-06,3.76
2017-06,3.77
2017-07,3.72
2017-07,3.72
2017-07,3.73
2017-07,3.78
2017-07,3.83
2017-07,3.83
2017-07,3.85
2017-07,3.81
2017-07,3.77
2017-07,3.73
2017-07,3.69
2017-07,3.69
2017-07,3.64
2017-07,3.61
2017-07,3.64
2017-07,3.63
2017-07,3.55
2017-07,3.56
2017-07,3.55
2017-07,3.59
2017-07,3.61
2017-08,3.6
2017-08,3.59
2017-08,3.63
2017-08,3.63
2017-08,3.64
2017-08,3.64
2017-08,3.81
2017-08,3.92
2017-08,4.0
2017-08,3.89
2017-08,3.87
2017-08,3.88
2017-08,3.93
2017-08,3.98
2017-08,4.0
2017-08,3.93
2017-08,3.95
2017-08,3.91
2017-08,3.89
2017-08,3.88
2017-08,3.9
2017-08,3.86
2017-08,3.85
2017-09,3.82
2017-09,3.82
2017-09,3.91
2017-09,3.84
2017-09,3.88
2017-09,3.92
2017-09,3.85
2017-09,3.81
2017-09,3.78
2017-09,3.74
2017-09,3.73
2017-09,3.68
2017-09,3.66
2017-09,3.6
2017-09,3.62
2017-09,3.64
2017-09,3.66
2017-09,3.62
2017-09,3.57
2017-09,3.57
2017-09,3.54
2017-09,3.56
2017-10,3.55
2017-10,3.55
2017-10,3.54
2017-10,3.52
2017-10,3.52
2017-10,3.51
2017-10,3.52
2017-10,3.52
2017-10,3.56
2017-10,3.6
2017-10,3.53
2017-10,3.5
2017-10,3.46
2017-10,3.48
2017-10,3.42
2017-10,3.4
2017-10,3.38
2017-10,3.42
2017-10,3.41
2017-10,3.44
2017-10,3.49
2017-10,3.51
2017-11,3.48
2017-11,3.52
2017-11,3.52
2017-11,3.55
2017-11,3.57
2017-11,3.67
2017-11,3.79
2017-11,3.76
2017-11,3.77
2017-11,3.84
2017-11,3.97
2017-11,3.79
2017-11,3.76
2017-11,3.7
2017-11,3.66
2017-11,3.7
2017-11,3.7
2017-11,3.67
2017-11,3.66
2017-11,3.67
2017-11,3.64
2017-11,3.61
2017-12,3.63
2017-12,3.58
2017-12,3.57
2017-12,3.63
2017-12,3.63
2017-12,3.63
2017-12,3.61
2017-12,3.58
2017-12,3.64
2017-12,3.63
2017-12,3.64
2017-12,3.64
2017-12,3.6
2017-12,3.58
2017-12,3.57
2017-12,3.56
2017-12,
2017-12,3.57
2017-12,3.59
2017-12,3.55
2017-12,3.58
2017-12,3.63
2018-01,
2018-01,3.55
2018-01,3.48
2018-01,3.4
2018-01,3.36
2018-01,3.35
2018-01,3.33
2018-01,3.42
2018-01,3.4
2018-01,3.37
2018-01,3.35
2018-01,3.34
2018-01,3.34
2018-01,3.35
2018-01,3.35
2018-01,3.32
2018-01,3.31
2018-01,3.28
2018-01,3.28
2018-01,3.23
2018-01,3.26
2018-01,3.33
2018-01,3.29
2018-02,3.29
2018-02,3.36
2018-02,3.48
2018-02,3.6
2018-02,3.46
2018-02,3.59
2018-02,3.82
2018-02,3.71
2018-02,3.78
2018-02,3.69
2018-02,3.57
2018-02,3.5
2018-02,3.5
2018-02,3.48
2018-02,3.46
2018-02,3.53
2018-02,3.58
2018-02,3.5
2018-02,3.47
2018-02,3.47
2018-03,3.59
2018-03,3.65
2018-03,3.59
2018-03,3.53
2018-03,3.56
2018-03,3.56
2018-03,3.53
2018-03,3.55
2018-03,3.58
2018-03,3.62
2018-03,3.62
2018-03,3.6
2018-03,3.65
2018-03,3.62
2018-03,3.6
2018-03,3.7
2018-03,3.74
2018-03,3.73
2018-03,3.75
2018-03,3.77
2018-03,3.79
2018-03,
2018-03,3.72
2018-04,3.77
2018-04,3.71
2018-04,3.71
2018-04,3.59
2018-04,3.64
2018-04,3.61
2018-04,3.52
2018-04,3.5
2018-04,3.42
2018-04,3.38
2018-04,3.33
2018-04,3.29
2018-04,3.24
2018-04,3.33
2018-04,3.33
2018-04,3.36
2018-04,3.41
2018-04,3.47
2018-04,3.43
2018-04,3.44
2018-04,3.46
2018-05,3.47
2018-05,3.45
2018-05,3.5
2018-05,3.49
2018-05,3.46
2018-05,3.46
2018-05,3.43
2018-05,3.41
2018-05,3.4
2018-05,3.37
2018-05,3.36
2018-05,3.37
2018-05,3.36
2018-05,3.41
2018-05,3.4
2018-05,3.39
2018-05,3.48
2018-05,3.49
2018-05,3.53
2018-05,3.53
2018-05,3.75
2018-05,3.64
2018-05,3.63
2018-06,3.55
2018-06,3.49
2018-06,3.5
2018-06,3.44
2018-06,3.44
2018-06,3.45
2018-06,3.39
2018-06,3.38
2018-06,3.33
2018-06,3.31
2018-06,3.33
2018-06,3.34
2018-06,3.4
2018-06,3.34
2018-06,3.39
2018-06,3.39
2018-06,3.47
2018-06,3.48
2018-06,3.56
2018-06,3.64
2018-06,3.61
2018-06,3.71
2018-07,3.78
2018-07,3.77
2018-07,3.77
2018-07,3.74
2018-07,3.74
2018-07,3.65
2018-07,3.59
2018-07,3.66
2018-07,3.61
2018-07,3.62
2018-07,3.59
2018-07,3.58
2018-07,3.56
2018-07,3.59
2018-07,3.55
2018-07,3.5
2018-07,3.47
2018-07,3.48
2018-07,3.42
2018-07,3.42
2018-07,3.43
2018-07,3.46
2018-08,3.43
2018-08,3.43
2018-08,3.43
2018-08,3.43
2018-08,3.35
2018-08,3.37
2018-08,3.38
2018-08,3.5
2018-08,3.52
2018-08,3.48
2018-08,3.55
2018-08,3.49
2018-08,3.49
2018-08,3.52
2018-08,3.48
2018-08,3.48
2018-08,3.47
2018-08,3.46
2018-08,3.43
2018-08,3.4
2018-08,3.39
2018-08,3.44
2018-08,3.49
2018-09,3.49
2018-09,3.46
2018-09,3.49
2018-09,3.52
2018-09,3.48
2018-09,3.46
2018-09,3.4
2018-09,3.38
2018-09,3.35
2018-09,3.29
2018-09,3.29
2018-09,3.24
2018-09,3.24
2018-09,3.25
2018-09,3.25
2018-09,3.28
2018-09,3.26
2018-09,3.27
2018-09,3.25
2018-09,3.24
2018-09,3.28
2018-10,3.22
2018-10,3.22
2018-10,3.16
2018-10,3.29
2018-10,3.32
2018-10,3.32
2018-10,3.41
2018-10,3.51
2018-10,3.58
2018-10,3.54
2018-10,3.49
2018-10,3.45
2018-10,3.45
2018-10,3.51
2018-10,3.51
2018-10,3.52
2018-10,3.65
2018-10,3.68
2018-10,3.72
2018-10,3.85
2018-10,3.84
2018-10,3.89
2018-10,3.81
2018-11,3.81
2018-11,3.72
2018-11,3.72
2018-11,3.68
2018-11,3.6
2018-11,3.57
2018-11,3.71
2018-11,3.71
2018-11,3.89
2018-11,3.99
2018-11,4.11
2018-11,4.18
2018-11,4.25
2018-11,4.33
2018-11,4.24
2018-11,4.25
2018-11,4.29
2018-11,4.26
2018-11,4.31
2018-11,4.25
2018-11,4.22
2018-11,4.29
2018-12,4.2
2018-12,4.29
2018-12,4.29
2018-12,4.5
2018-12,4.5
2018-12,4.56
2018-12,4.48
2018-12,4.4
2018-12,4.39
2018-12,4.46
2018-12,4.58
2018-12,4.72
2018-12,4.84
2018-12,5.11
2018-12,5.22
2018-12,5.35
2018-12,
2018-12,5.37
2018-12,5.38
2018-12,5.3
2018-12,5.33
2019-01,
2019-01,5.35
2019-01,5.44
2019-01,5.05
2019-01,4.83
2019-01,4.65
2019-01,4.52
2019-01,4.54
2019-01,4.55
2019-01,4.6
2019-01,4.55
2019-01,4.44
2019-01,4.4
2019-01,4.27
2019-01,4.27
2019-01,4.41
2019-01,4.39
2019-01,4.45
2019-01,4.34
2019-01,4.41
2019-01,4.4
2019-01,4.36
2019-01,4.37
2019-02,4.29
2019-02,4.25
2019-02,4.15
2019-02,4.13
2019-02,4.29
2019-02,4.32
2019-02,4.28
2019-02,4.17
2019-02,4.12
2019-02,4.17
2019-02,4.12
2019-02,4.12
2019-02,4.11
2019-02,4.08
2019-02,4.04
2019-02,4.05
2019-02,4.0
2019-02,4.01
2019-02,3.94
2019-02,3.92
2019-03,3.86
2019-03,3.9
2019-03,3.91
2019-03,3.98
2019-03,4.1
2019-03,4.18
2019-03,4.12
2019-03,4.08
2019-03,3.99
2019-03,3.95
2019-03,3.95
2019-03,3.95
2019-03,3.91
2019-03,3.97
2019-03,3.92
2019-03,4.03
2019-03,4.13
2019-03,4.09
2019-03,4.09
2019-03,4.08
2019-03,3.99
2019-03,4.05
2019-04,3.94
2019-04,3.95
2019-04,3.9
2019-04,3.9
2019-04,3.86
2019-04,3.84
2019-04,3.86
2019-04,3.86
2019-04,3.79
2019-04,3.68
2019-04,3.68
2019-04,3.64
2019-04,3.67
2019-04,3.73
2019-04,
2019-04,3.73
2019-04,3.72
2019-04,3.73
2019-04,3.75
2019-04,3.76
2019-04,3.73
2019-04,3.73
2019-05,3.71
2019-05,3.74
2019-05,3.72
2019-05,3.82
2019-05,3.89
2019-05,3.87
2019-05,3.99
2019-05,4.01
2019-05,4.2
2019-05,4.13
2019-05,4.17
2019-05,4.06
2019-05,4.07
2019-05,4.06
2019-05,3.99
2019-05,4.03
2019-05,4.22
2019-05,4.16
2019-05,4.16
2019-05,4.19
2019-05,4.36
2019-05,4.33
2019-05,4.59
2019-06,4.7
2019-06,4.53
2019-06,4.48
2019-06,4.42
2019-06,4.37
2019-06,4.23
2019-06,4.2
2019-06,4.22
2019-06,4.24
2019-06,4.23
2019-06,4.23
2019-06,4.14
2019-06,4.16
2019-06,4.03
2019-06,3.95
2019-06,4.0
2019-06,4.09
2019-06,4.05
2019-06,4.09
2019-06,4.07
2019-06,4.07
2019-07,3.99
2019-07,4.04
2019-07,4.02
2019-07,4.02
2019-07,3.98
2019-07,4.0
2019-07,4.03
2019-07,4.01
2019-07,4.0
2019-07,4.02
2019-07,4.0
2019-07,3.96
2019-07,4.01
2019-07,4.11
2019-07,4.07
2019-07,4.06
2019-07,3.99
2019-07,3.98
2019-07,3.93
2019-07,3.89
2019-07,3.93
2019-07,3.97
2019-07,3.93
2019-08,4.1
2019-08,4.19
2019-08,4.53
2019-08,4.46
2019-08,4.52
2019-08,4.31
2019-08,4.31
2019-08,4.4
2019-08,4.25
2019-08,4.49
2019-08,4.52
2019-08,4.47
2019-08,4.36
2019-08,4.35
2019-08,4.21
2019-08,4.16
2019-08,4.25
2019-08,4.22
2019-08,4.19
2019-08,4.17
2019-08,4.08
2019-08,4.09
2019-08,4.13
2019-09,4.13
2019-09,4.23
2019-09,4.23
2019-09,4.07
2019-09,4.05
2019-09,3.99
2019-09,3.9
2019-09,3.92
2019-09,3.85
2019-09,3.83
2019-09,3.8
2019-09,3.81
2019-09,3.82
2019-09,3.77
2019-09,3.81
2019-09,3.84
2019-09,3.9
2019-09,3.91
2019-09,3.95
2019-09,3.99
2019-09,4.02
2019-10,4.08
2019-10,4.28
2019-10,4.4
2019-10,4.38
2019-10,4.31
2019-10,4.39
2019-10,4.32
2019-10,4.26
2019-10,4.1
2019-10,4.08
2019-10,4.01
2019-10,4.01
2019-10,4.0
2019-10,4.02
2019-10,3.98
2019-10,3.99
2019-10,3.98
2019-10,3.96
2019-10,3.89
2019-10,3.85
2019-10,3.86
2019-10,3.96
2019-10,4.15
2019-11,4.09
2019-11,3.99
2019-11,3.97
2019-11,4.02
2019-11,3.96
2019-11,4.0
2019-11,3.99
2019-11,4.0
2019-11,4.05
2019-11,4.08
2019-11,4.06
2019-11,4.09
2019-11,4.12
2019-11,4.18
2019-11,4.17
2019-11,4.13
2019-11,4.08
2019-11,4.05
2019-11,3.99
2019-11,
2019-11,4.01
2019-11,4.02
2019-12,4.03
2019-12,4.14
2019-12,4.02
2019-12,4.0
2019-12,3.89
2019-12,3.88
2019-12,3.84
2019-12,3.83
2019-12,3.7
2019-12,3.71
2019-12,3.62
2019-12,3.58
2019-12,3.51
2019-12,3.54
2019-12,3.53
2019-12,3.52
2019-12,3.53
2019-12,
2019-12,3.53
2019-12,3.56
2019-12,3.6
2019-12,3.6
2020-01,
2020-01,3.56
2020-01,3.61
2020-01,3.57
2020-01,3.54
2020-01,3.5
2020-01,3.49
2020-01,3.48
2020-01,3.48
2020-01,3.45
2020-01,3.44
2020-01,3.42
2020-01,3.39
2020-01,3.38
2020-01,3.47
2020-01,3.49
2020-01,3.58
2020-01,3.68
2020-01,4.03
2020-01,3.86
2020-01,3.83
2020-01,3.95
2020-01,4.03
2020-02,3.97
2020-02,3.85
2020-02,3.75
2020-02,3.7
2020-02,3.75
2020-02,3.75
2020-02,3.65
2020-02,3.59
2020-02,3.57
2020-02,3.56
2020-02,3.56
2020-02,3.61
2020-02,3.57
2020-02,3.62
2020-02,3.66
2020-02,4.03
2020-02,4.18
2020-02,4.27
2020-02,4.62
2020-02,5.04
2020-02,5.06
2020-03,4.97
2020-03,4.84
2020-03,4.75
2020-03,5.05
2020-03,5.64
2020-03,6.68
2020-03,6.38
2020-03,6.61
2020-03,7.42
2020-03,7.31
2020-03,8.38
2020-03,8.41
2020-03,9.04
2020-03,9.82
2020-03,10.09
2020-03,10.87
2020-03,10.55
2020-03,10.11
2020-03,9.29
2020-03,8.99
2020-03,8.82
2020-03,8.77
2020-04,9.11
2020-04,9.17
2020-04,9.43
2020-04,9.26
2020-04,8.88
2020-04,8.81
2020-04,7.96
2020-04,
2020-04,7.7
2020-04,7.35
2020-04,7.64
2020-04,7.58
2020-04,7.31
2020-04,7.52
2020-04,7.9
2020-04,7.85
2020-04,7.87
2020-04,8.03
2020-04,8.01
2020-04,8.02
2020-04,7.87
2020-04,7.63
2020-05,7.7
2020-05,7.79
2020-05,7.6
2020-05,7.6
2020-05,7.6
2020-05,7.52
2020-05,7.51
2020-05,7.42
2020-05,7.61
2020-05,7.77
2020-05,7.78
2020-05,7.41
2020-05,7.35
2020-05,7.16
2020-05,7.08
2020-05,7.06
2020-05,7.06
2020-05,6.75
2020-05,6.7
2020-05,6.6
2020-05,6.71
2020-05,6.54
2020-06,6.43
2020-06,6.18
2020-06,5.8
2020-06,5.83
2020-06,5.5
2020-06,5.51
2020-06,5.75
2020-06,5.92
2020-06,6.4
2020-06,6.28
2020-06,6.25
2020-06,5.78
2020-06,5.85
2020-06,6.01
2020-06,6.02
2020-06,6.03
2020-06,6.02
2020-06,6.23
2020-06,6.3
2020-06,6.41
2020-06,6.52
2020-06,6.44
2020-07,6.33
2020-07,6.17
2020-07,6.17
2020-07,6.03
2020-07,6.04
2020-07,6.06
2020-07,6.14
2020-07,6.14
2020-07,6.01
2020-07,6.03
2020-07,5.81
2020-07,5.76
2020-07,5.74
2020-07,5.54
2020-07,5.33
2020-07,5.28
2020-07,5.26
2020-07,5.29
2020-07,5.24
2020-07,5.27
2020-07,5.15
2020-07,5.14
2020-07,5.16
2020-08,5.08
2020-08,5.13
2020-08,5.04
2020-08,5.06
2020-08,5.06
2020-08,5.09
2020-08,5.03
2020-08,5.1
2020-08,5.16
2020-08,5.26
2020-08,5.29
2020-08,5.26
2020-08,5.25
2020-08,5.28
2020-08,5.25
2020-08,5.17
2020-08,5.07
2020-08,5.02
2020-08,4.98
2020-08,5.0
2020-08,5.02
2020-09,4.97
2020-09,4.93
2020-09,5.04
2020-09,5.13
2020-09,5.13
2020-09,5.25
2020-09,5.16
2020-09,5.16
2020-09,5.21
2020-09,5.18
2020-09,5.14
2020-09,5.07
2020-09,5.14
2020-09,5.16
2020-09,5.42
2020-09,5.45
2020-09,5.47
2020-09,5.64
2020-09,5.64
2020-09,5.52
2020-09,5.5
2020-09,5.41
2020-10,5.36
2020-10,5.38
2020-10,5.18
2020-10,5.06
2020-10,5.02
2020-10,4.97
2020-10,4.92
2020-10,4.92
2020-10,4.88
2020-10,4.89
2020-10,5.01
2020-10,4.94
2020-10,4.91
2020-10,4.9
2020-10,4.91
2020-10,4.88
2020-10,4.87
2020-10,5.03
2020-10,5.06
2020-10,5.29
2020-10,5.25
2020-10,5.25
2020-10,5.32
2020-11,5.25
2020-11,5.07
2020-11,4.79
2020-11,4.59
2020-11,4.67
2020-11,4.22
2020-11,4.37
2020-11,4.37
2020-11,4.62
2020-11,4.63
2020-11,4.5
2020-11,4.48
2020-11,4.42
2020-11,4.48
2020-11,4.49
2020-11,4.43
2020-11,4.31
2020-11,4.33
2020-11,4.33
2020-11,4.35
2020-11,4.33
2020-12,4.21
2020-12,4.17
2020-12,4.1
2020-12,4.03
2020-12,4.03
2020-12,4.03
2020-12,4.04
2020-12,4.08
2020-12,4.13
2020-12,4.07
2020-12,4.06
2020-12,4.06
2020-12,4.05
2020-12,4.03
2020-12,4.18
2020-12,4.12
2020-12,4.07
2020-12,4.05
2020-12,
2020-12,3.89
2020-12,3.85
2020-12,3.87
2020-12,3.86
2021-01,
2021-01,3.93
2021-01,3.92
2021-01,3.8
2021-01,3.78
2021-01,3.76
2021-01,3.82
2021-01,3.85
2021-01,3.82
2021-01,3.73
2021-01,3.74
2021-01,3.73
2021-01,3.71
2021-01,3.67
2021-01,3.65
2021-01,3.75
2021-01,3.75
2021-01,3.74
2021-01,3.85
2021-01,3.76
2021-01,3.79
2021-01,3.84
2021-02,3.83
2021-02,3.75
2021-02,3.68
2021-02,3.64
2021-02,3.58
2021-02,3.54
2021-02,3.51
2021-02,3.51
2021-02,3.5
2021-02,3.48
2021-02,3.47
2021-02,3.41
2021-02,3.44
2021-02,3.46
2021-02,3.41
2021-02,3.44
2021-02,3.47
2021-02,3.42
2021-02,3.42
2021-02,3.52
2021-02,3.57
2021-03,3.54
2021-03,3.53
2021-03,3.51
2021-03,3.54
2021-03,3.6
2021-03,3.57
2021-03,3.62
2021-03,3.63
2021-03,3.52
2021-03,3.55
2021-03,3.55
2021-03,3.55
2021-03,3.65
2021-03,3.66
2021-03,3.67
2021-03,3.58
2021-03,3.57
2021-03,3.51
2021-03,3.53
2021-03,3.48
2021-03,3.43
2021-03,3.44
2021-03,3.36
2021-04,3.33
2021-04,
2021-04,3.25
2021-04,3.25
2021-04,3.22
2021-04,3.21
2021-04,3.24
2021-04,3.24
2021-04,3.32
2021-04,3.25
2021-04,3.25
2021-04,3.22
2021-04,3.25
2021-04,3.35
2021-04,3.34
2021-04,3.34
2021-04,3.29
2021-04,3.26
2021-04,3.24
2021-04,3.26
2021-04,3.24
2021-04,3.28
2021-05,3.27
2021-05,3.32
2021-05,3.29
2021-05,3.3
2021-05,3.27
2021-05,3.26
2021-05,3.36
2021-05,3.34
2021-05,3.37
2021-05,3.35
2021-05,3.35
2021-05,3.35
2021-05,3.4
2021-05,3.42
2021-05,3.37
2021-05,3.37
2021-05,3.34
2021-05,3.35
2021-05,3.3
2021-05,3.29
2021-05,3.34
2021-06,3.33
2021-06,3.31
2021-06,3.28
2021-06,3.28
2021-06,3.27
2021-06,3.26
2021-06,3.22
2021-06,3.23
2021-06,3.21
2021-06,3.17
2021-06,3.17
2021-06,3.12
2021-06,3.15
2021-06,3.18
2021-06,3.14
2021-06,3.15
2021-06,3.13
2021-06,3.08
2021-06,3.04
2021-06,3.05
2021-06,3.03
2021-06,3.04
2021-07,3.02
2021-07,3.04
2021-07,3.03
2021-07,3.05
2021-07,3.05
2021-07,3.14
2021-07,3.07
2021-07,3.05
2021-07,3.04
2021-07,3.1
2021-07,3.14
2021-07,3.18
2021-07,3.44
2021-07,3.38
2021-07,3.24
2021-07,3.24
2021-07,3.22
2021-07,3.21
2021-07,3.27
2021-07,3.26
2021-07,3.23
2021-07,3.26
2021-07,3.32
2021-08,3.36
2021-08,3.42
2021-08,3.42
2021-08,3.37
2021-08,3.32
2021-08,3.34
2021-08,3.32
2021-08,3.37
2021-08,3.34
2021-08,3.36
2021-08,3.38
2021-08,3.37
2021-08,3.35
2021-08,3.42
2021-08,3.37
2021-08,3.34
2021-08,3.26
2021-08,3.22
2021-08,3.2
2021-08,3.17
2021-08,3.16
2021-08,3.21
2021-09,3.19
2021-09,3.16
2021-09,3.14
2021-09,3.13
2021-09,3.16
2021-09,3.16
2021-09,3.15
2021-09,3.11
2021-09,3.09
2021-09,3.11
2021-09,3.08
2021-09,3.06
2021-09,3.04
2021-09,3.23
2021-09,3.17
2021-09,3.09
2021-09,3.03
2021-09,3.05
2021-09,3.06
2021-09,3.13
2021-09,3.09
2021-09,3.15
2021-10,3.2
2021-10,3.21
2021-10,3.17
2021-10,3.29
2021-10,3.19
2021-10,3.2
2021-10,3.2
2021-10,3.28
2021-10,3.25
2021-10,3.18
2021-10,3.12
2021-10,3.11
2021-10,3.09
2021-10,3.07
2021-10,3.03
2021-10,3.07
2021-10,3.11
2021-10,3.09
2021-10,3.11
2021-10,3.08
2021-10,3.08
2021-10,3.15
2021-11,3.16
2021-11,3.21
2021-11,3.18
2021-11,3.19
2021-11,3.12
2021-11,3.03
2021-11,3.08
2021-11,3.06
2021-11,3.06
2021-11,3.09
2021-11,3.1
2021-11,3.12
2021-11,3.17
2021-11,3.19
2021-11,3.24
2021-11,3.18
2021-11,3.3
2021-11,3.32
2021-11,3.32
2021-11,3.62
2021-11,3.53
2021-11,3.67
2021-12,3.58
2021-12,3.54
2021-12,3.56
2021-12,3.41
2021-12,3.16
2021-12,3.21
2021-12,3.25
2021-12,3.29
2021-12,3.33
2021-12,3.35
2021-12,3.33
2021-12,3.32
2021-12,3.36
2021-12,3.41
2021-12,3.25
2021-12,3.21
2021-12,3.12
2021-12,
2021-12,3.02
2021-12,3.01
2021-12,3.03
2021-12,3.09
2021-12,3.1
2022-01,3.05
2022-01,3.09
2022-01,3.07
2022-01,3.15
2022-01,3.2
2022-01,3.24
2022-01,3.18
2022-01,3.06
2022-01,3.1
2022-01,3.09
2022-01,3.09
2022-01,3.12
2022-01,3.11
2022-01,3.1
2022-01,3.29
2022-01,3.44
2022-01,3.39
2022-01,3.25
2022-01,3.46
2022-01,3.61
2022-01,3.63
2022-02,3.51
2022-02,3.45
2022-02,3.51
2022-02,3.56
2022-02,3.6
2022-02,3.55
2022-02,3.46
2022-02,3.44
2022-02,3.66
2022-02,3.74
2022-02,3.67
2022-02,3.68
2022-02,3.74
2022-02,3.78
2022-02,3.78
2022-02,3.75
2022-02,3.72
2022-02,3.93
2022-02,3.62
2022-02,3.77
2022-03,3.89
2022-03,3.71
2022-03,3.71
2022-03,3.9
2022-03,4.01
2022-03,4.03
2022-03,3.94
2022-03,4.0
2022-03,4.05
2022-03,4.16
2022-03,4.21
2022-03,3.96
2022-03,3.81
2022-03,3.81
2022-03,3.67
2022-03,3.7
2022-03,3.72
2022-03,3.67
2022-03,3.51
2022-03,3.54
2022-03,3.38
2022-03,3.33
2022-03,3.43
2022-04,3.4
2022-04,3.33
2022-04,3.27
2022-04,3.48
2022-04,3.54
2022-04,3.57
2022-04,3.73
2022-04,3.75
2022-04,3.77
2022-04,3.68
2022-04,
2022-04,3.64
2022-04,3.58
2022-04,3.56
2022-04,3.5
2022-04,3.65
2022-04,3.8
2022-04,3.83
2022-04,3.89
2022-04,3.83
2022-04,3.93
2022-04,3.97
2022-05,4.05
2022-05,3.97
2022-05,4.1
2022-05,4.03
2022-05,4.18
2022-05,4.47
2022-05,4.52
2022-05,4.55
2022-05,4.77
2022-05,4.63
2022-05,4.71
2022-05,4.6
2022-05,4.84
2022-05,4.92
2022-05,4.91
2022-05,4.82
2022-05,4.94
2022-05,4.74
2022-05,4.38
2022-05,4.19
2022-05,4.19
2022-05,4.22
2022-06,4.13
2022-06,4.15
2022-06,4.21
2022-06,4.19
2022-06,4.34
2022-06,4.34
2022-06,4.42
2022-06,4.51
2022-06,4.87
2022-06,4.9
2022-06,4.82
2022-06,5.17
2022-06,5.15
2022-06,5.15
2022-06,5.05
2022-06,5.32
2022-06,5.38
2022-06,5.18
2022-06,5.11
2022-06,5.26
2022-06,5.62
2022-06,5.87
2022-07,5.92
2022-07,5.93
2022-07,5.99
2022-07,5.8
2022-07,5.5
2022-07,5.36
2022-07,5.44
2022-07,5.43
2022-07,5.47
2022-07,5.53
2022-07,5.39
2022-07,5.25
2022-07,5.1
2022-07,4.9
2022-07,4.99
2022-07,4.96
2022-07,4.95
2022-07,5.06
2022-07,5.07
2022-07,4.98
2022-07,4.77
2022-07,4.83
2022-08,4.8
2022-08,4.61
2022-08,4.54
2022-08,4.55
2022-08,4.44
2022-08,4.41
2022-08,4.46
2022-08,4.33
2022-08,4.21
2022-08,4.25
2022-08,4.24
2022-08,4.25
2022-08,4.33
2022-08,4.37
2022-08,4.45
2022-08,4.62
2022-08,4.68
2022-08,4.61
2022-08,4.6
2022-08,4.65
2022-08,4.78
2022-08,4.9
2022-08,5.03
2022-09,5.08
2022-09,5.06
