,Defaut Spread (BofA EU High Yield)
2016-10,4.03
2016-10,4.04
2016-10,4.0
2016-10,3.97
2016-10,3.94
2016-10,3.95
2016-10,3.91
2016-10,3.89
2016-10,3.85
2016-10,3.81
2016-10,3.77
2016-10,3.73
2016-10,3.69
2016-10,3.67
2016-10,3.67
2016-10,3.67
2016-10,3.71
2016-10,3.76
2016-11,3.78
2016-11,3.85
2016-11,3.85
2016-11,3.91
2016-11,3.86
2016-11,3.85
2016-11,3.95
2016-11,3.88
2016-11,3.96
2016-11,4.05
2016-11,4.02
2016-11,4.03
2016-11,4.08
2016-11,4.15
2016-11,4.17
2016-11,4.14
2016-11,4.12
2016-11,4.14
2016-11,4.14
2016-11,4.17
2016-11,4.15
2016-11,4.23
2016-12,4.2
2016-12,4.21
2016-12,4.16
2016-12,4.07
2016-12,3.99
2016-12,3.96
2016-12,3.95
2016-12,3.88
2016-12,3.82
2016-12,3.79
2016-12,3.79
2016-12,3.81
2016-12,3.82
2016-12,3.77
2016-12,3.77
2016-12,3.76
2016-12,3.76
2016-12,
2016-12,3.81
2016-12,3.78
2016-12,3.76
2016-12,3.76
2016-12,3.78
2017-01,
2017-01,3.67
2017-01,3.61
2017-01,3.57
2017-01,3.55
2017-01,3.56
2017-01,3.58
2017-01,3.56
2017-01,3.61
2017-01,3.58
2017-01,3.59
2017-01,3.61
2017-01,3.56
2017-01,3.54
2017-01,3.48
2017-01,3.5
2017-01,3.49
2017-01,3.42
2017-01,3.41
2017-01,3.43
2017-01,3.48
2017-01,3.52
2017-02,3.51
2017-02,3.53
2017-02,3.51
2017-02,3.53
2017-02,3.52
2017-02,3.57
2017-02,3.53
2017-02,3.52
2017-02,3.49
2017-02,3.47
2017-02,3.43
2017-02,3.43
2017-02,3.46
2017-02,3.47
2017-02,3.46
2017-02,3.48
2017-02,3.49
2017-02,3.53
2017-02,3.51
2017-02,3.51
2017-03,3.42
2017-03,3.4
2017-03,3.39
2017-03,3.39
2017-03,3.44
2017-03,3.48
2017-03,3.54
2017-03,3.52
2017-03,3.54
2017-03,3.61
2017-03,3.63
2017-03,3.54
2017-03,3.52
2017-03,3.5
2017-03,3.48
2017-03,3.54
2017-03,3.51
2017-03,3.5
2017-03,3.49
2017-03,3.49
2017-03,3.51
2017-03,3.51
2017-03,3.57
2017-04,3.6
2017-04,3.6
2017-04,3.57
2017-04,3.57
2017-04,3.58
2017-04,3.6
2017-04,3.6
2017-04,3.61
2017-04,3.63
2017-04,
2017-04,3.61
2017-04,3.61
2017-04,3.56
2017-04,3.54
2017-04,3.53
2017-04,3.33
2017-04,3.3
2017-04,3.3
2017-04,3.33
2017-04,3.29
2017-04,3.3
2017-05,3.3
2017-05,3.23
2017-05,3.2
2017-05,3.14
2017-05,3.12
2017-05,3.08
2017-05,3.06
2017-05,3.03
2017-05,3.03
2017-05,3.07
2017-05,3.04
2017-05,3.02
2017-05,3.06
2017-05,3.2
2017-05,3.13
2017-05,3.08
2017-05,3.06
2017-05,3.03
2017-05,3.04
2017-05,3.03
2017-05,3.02
2017-05,3.02
2017-05,3.03
2017-06,3.02
2017-06,3.02
2017-06,2.97
2017-06,2.97
2017-06,2.96
2017-06,2.95
2017-06,2.93
2017-06,2.93
2017-06,2.89
2017-06,2.87
2017-06,2.84
2017-06,2.88
2017-06,2.85
2017-06,2.83
2017-06,2.82
2017-06,2.87
2017-06,2.86
2017-06,2.79
2017-06,2.76
2017-06,2.83
2017-06,2.82
2017-06,2.88
2017-07,2.89
2017-07,2.9
2017-07,2.91
2017-07,2.91
2017-07,2.97
2017-07,3.0
2017-07,2.97
2017-07,2.94
2017-07,2.91
2017-07,2.89
2017-07,2.91
2017-07,2.89
2017-07,2.85
2017-07,2.84
2017-07,2.84
2017-07,2.82
2017-07,2.77
2017-07,2.75
2017-07,2.72
2017-07,2.72
2017-07,2.68
2017-08,2.68
2017-08,2.65
2017-08,2.61
2017-08,2.58
2017-08,2.57
2017-08,2.57
2017-08,2.65
2017-08,2.7
2017-08,2.82
2017-08,2.75
2017-08,2.73
2017-08,2.69
2017-08,2.7
2017-08,2.74
2017-08,2.74
2017-08,2.73
2017-08,2.76
2017-08,2.77
2017-08,2.76
2017-08,2.77
2017-08,2.79
2017-08,2.76
2017-08,2.73
2017-09,2.72
2017-09,2.72
2017-09,2.72
2017-09,2.74
2017-09,2.74
2017-09,2.74
2017-09,2.71
2017-09,2.66
2017-09,2.65
2017-09,2.67
2017-09,2.64
2017-09,2.61
2017-09,2.6
2017-09,2.59
2017-09,2.59
2017-09,2.57
2017-09,2.6
2017-09,2.6
2017-09,2.57
2017-09,2.55
2017-09,2.55
2017-09,2.62
2017-10,2.61
2017-10,2.58
2017-10,2.58
2017-10,2.55
2017-10,2.54
2017-10,2.53
2017-10,2.54
2017-10,2.5
2017-10,2.49
2017-10,2.48
2017-10,2.48
2017-10,2.45
2017-10,2.44
2017-10,2.44
2017-10,2.44
2017-10,2.36
2017-10,2.33
2017-10,2.33
2017-10,2.35
2017-10,2.36
2017-10,2.33
2017-10,2.39
2017-11,2.4
2017-11,2.38
2017-11,2.37
2017-11,2.39
2017-11,2.38
2017-11,2.47
2017-11,2.53
2017-11,2.63
2017-11,2.63
2017-11,2.71
2017-11,2.83
2017-11,2.75
2017-11,2.75
2017-11,2.73
2017-11,2.72
2017-11,2.68
2017-11,2.67
2017-11,2.65
2017-11,2.65
2017-11,2.66
2017-11,2.63
2017-11,2.73
2017-12,2.77
2017-12,2.77
2017-12,2.79
2017-12,2.84
2017-12,2.87
2017-12,2.87
2017-12,2.87
2017-12,2.86
2017-12,2.88
2017-12,2.88
2017-12,2.88
2017-12,2.88
2017-12,2.84
2017-12,2.81
2017-12,2.78
2017-12,2.77
2017-12,
2017-12,2.76
2017-12,2.79
2017-12,2.74
2017-12,2.72
2017-12,2.79
2018-01,
2018-01,2.76
2018-01,2.71
2018-01,2.67
2018-01,2.64
2018-01,2.64
2018-01,2.61
2018-01,2.65
2018-01,2.62
2018-01,2.61
2018-01,2.6
2018-01,2.58
2018-01,2.59
2018-01,2.58
2018-01,2.59
2018-01,2.58
2018-01,2.56
2018-01,2.53
2018-01,2.53
2018-01,2.5
2018-01,2.49
2018-01,2.57
2018-01,2.56
2018-02,2.56
2018-02,2.6
2018-02,2.65
2018-02,2.76
2018-02,2.67
2018-02,2.67
2018-02,2.82
2018-02,2.8
2018-02,2.89
2018-02,2.9
2018-02,2.83
2018-02,2.79
2018-02,2.75
2018-02,2.77
2018-02,2.78
2018-02,2.82
2018-02,2.87
2018-02,2.85
2018-02,2.81
2018-02,2.86
2018-03,2.89
2018-03,2.92
2018-03,2.95
2018-03,2.88
2018-03,2.88
2018-03,2.87
2018-03,2.83
2018-03,2.81
2018-03,2.8
2018-03,2.86
2018-03,2.89
2018-03,2.89
2018-03,2.91
2018-03,2.94
2018-03,2.93
2018-03,3.02
2018-03,3.06
2018-03,3.06
2018-03,3.04
2018-03,3.05
2018-03,3.05
2018-03,
2018-03,3.15
2018-04,3.15
2018-04,3.15
2018-04,3.16
2018-04,3.12
2018-04,3.12
2018-04,3.1
2018-04,3.06
2018-04,3.06
2018-04,3.03
2018-04,2.99
2018-04,2.96
2018-04,2.94
2018-04,2.94
2018-04,2.94
2018-04,2.95
2018-04,2.94
2018-04,2.93
2018-04,2.96
2018-04,2.99
2018-04,2.99
2018-04,3.02
2018-05,3.02
2018-05,3.02
2018-05,3.07
2018-05,3.07
2018-05,3.08
2018-05,3.07
2018-05,3.07
2018-05,3.08
2018-05,3.04
2018-05,3.0
2018-05,2.99
2018-05,3.05
2018-05,3.05
2018-05,3.12
2018-05,3.18
2018-05,3.18
2018-05,3.31
2018-05,3.32
2018-05,3.42
2018-05,3.49
2018-05,3.76
2018-05,3.7
2018-05,3.7
2018-06,3.58
2018-06,3.48
2018-06,3.5
2018-06,3.48
2018-06,3.48
2018-06,3.6
2018-06,3.53
2018-06,3.5
2018-06,3.49
2018-06,3.47
2018-06,3.46
2018-06,3.46
2018-06,3.51
2018-06,3.5
2018-06,3.57
2018-06,3.57
2018-06,3.63
2018-06,3.7
2018-06,3.76
2018-06,3.84
2018-06,3.81
2018-06,3.88
2018-07,3.93
2018-07,3.88
2018-07,3.83
2018-07,3.76
2018-07,3.72
2018-07,3.67
2018-07,3.6
2018-07,3.63
2018-07,3.62
2018-07,3.6
2018-07,3.56
2018-07,3.57
2018-07,3.54
2018-07,3.55
2018-07,3.55
2018-07,3.53
2018-07,3.51
2018-07,3.51
2018-07,3.49
2018-07,3.46
2018-07,3.44
2018-07,3.51
2018-08,3.45
2018-08,3.49
2018-08,3.53
2018-08,3.53
2018-08,3.49
2018-08,3.49
2018-08,3.52
2018-08,3.59
2018-08,3.64
2018-08,3.63
2018-08,3.65
2018-08,3.64
2018-08,3.65
2018-08,3.63
2018-08,3.58
2018-08,3.55
2018-08,3.55
2018-08,3.56
2018-08,3.56
2018-08,3.51
2018-08,3.52
2018-08,3.61
2018-08,3.67
2018-09,3.69
2018-09,3.68
2018-09,3.67
2018-09,3.71
2018-09,3.68
2018-09,3.63
2018-09,3.59
2018-09,3.6
2018-09,3.58
2018-09,3.55
2018-09,3.5
2018-09,3.47
2018-09,3.45
2018-09,3.44
2018-09,3.44
2018-09,3.41
2018-09,3.4
2018-09,3.41
2018-09,3.42
2018-09,3.5
2018-09,3.55
2018-10,3.53
2018-10,3.58
2018-10,3.51
2018-10,3.47
2018-10,3.49
2018-10,3.55
2018-10,3.6
2018-10,3.61
2018-10,3.75
2018-10,3.72
2018-10,3.72
2018-10,3.73
2018-10,3.73
2018-10,3.81
2018-10,3.87
2018-10,3.84
2018-10,3.93
2018-10,3.98
2018-10,4.04
2018-10,4.14
2018-10,4.1
2018-10,4.09
2018-10,4.13
2018-11,4.1
2018-11,4.02
2018-11,4.02
2018-11,4.0
2018-11,3.93
2018-11,3.91
2018-11,3.98
2018-11,4.05
2018-11,4.11
2018-11,4.17
2018-11,4.34
2018-11,4.46
2018-11,4.56
2018-11,4.7
2018-11,4.6
2018-11,4.56
2018-11,4.6
2018-11,4.57
2018-11,4.66
2018-11,4.68
2018-11,4.72
2018-11,4.8
2018-12,4.73
2018-12,4.81
2018-12,4.88
2018-12,4.98
2018-12,4.98
2018-12,5.06
2018-12,5.08
2018-12,4.96
2018-12,4.85
2018-12,4.87
2018-12,4.87
2018-12,4.91
2018-12,4.91
2018-12,4.95
2018-12,4.98
2018-12,4.98
2018-12,
2018-12,4.98
2018-12,5.02
2018-12,5.01
2018-12,5.06
2019-01,
2019-01,5.13
2019-01,5.23
2019-01,5.21
2019-01,5.14
2019-01,5.02
2019-01,4.9
2019-01,4.94
2019-01,4.88
2019-01,4.89
2019-01,4.86
2019-01,4.74
2019-01,4.7
2019-01,4.62
2019-01,4.59
2019-01,4.63
2019-01,4.65
2019-01,4.66
2019-01,4.6
2019-01,4.59
2019-01,4.59
2019-01,4.56
2019-01,4.49
2019-02,4.49
2019-02,4.48
2019-02,4.4
2019-02,4.34
2019-02,4.43
2019-02,4.49
2019-02,4.48
2019-02,4.42
2019-02,4.4
2019-02,4.35
2019-02,4.34
2019-02,4.29
2019-02,4.25
2019-02,4.23
2019-02,4.18
2019-02,4.18
2019-02,4.1
2019-02,4.04
2019-02,3.97
2019-02,3.97
2019-03,3.95
2019-03,3.93
2019-03,3.91
2019-03,3.97
2019-03,4.04
2019-03,4.14
2019-03,4.1
2019-03,4.02
2019-03,3.98
2019-03,3.91
2019-03,3.9
2019-03,3.84
2019-03,3.77
2019-03,3.82
2019-03,3.87
2019-03,3.92
2019-03,3.95
2019-03,3.9
2019-03,3.93
2019-03,3.91
2019-03,3.85
2019-03,3.92
2019-04,3.82
2019-04,3.76
2019-04,3.69
2019-04,3.73
2019-04,3.69
2019-04,3.69
2019-04,3.68
2019-04,3.68
2019-04,3.65
2019-04,3.57
2019-04,3.53
2019-04,3.51
2019-04,3.48
2019-04,3.51
2019-04,
2019-04,3.51
2019-04,3.48
2019-04,3.53
2019-04,3.63
2019-04,3.66
2019-04,3.62
2019-04,3.65
2019-05,3.65
2019-05,3.7
2019-05,3.73
2019-05,3.76
2019-05,3.86
2019-05,3.98
2019-05,4.07
2019-05,4.02
2019-05,4.12
2019-05,4.09
2019-05,4.09
2019-05,4.04
2019-05,4.02
2019-05,4.0
2019-05,3.95
2019-05,3.97
2019-05,4.08
2019-05,4.04
2019-05,4.05
2019-05,4.07
2019-05,4.14
2019-05,4.15
2019-05,4.32
2019-06,4.36
2019-06,4.29
2019-06,4.25
2019-06,4.22
2019-06,4.18
2019-06,4.09
2019-06,4.02
2019-06,4.07
2019-06,4.04
2019-06,4.03
2019-06,4.02
2019-06,3.95
2019-06,3.81
2019-06,3.66
2019-06,3.67
2019-06,3.67
2019-06,3.76
2019-06,3.77
2019-06,3.72
2019-06,3.67
2019-06,3.71
2019-07,3.64
2019-07,3.61
2019-07,3.52
2019-07,3.49
2019-07,3.48
2019-07,3.53
2019-07,3.6
2019-07,3.58
2019-07,3.56
2019-07,3.55
2019-07,3.56
2019-07,3.56
2019-07,3.62
2019-07,3.69
2019-07,3.67
2019-07,3.68
2019-07,3.64
2019-07,3.58
2019-07,3.47
2019-07,3.48
2019-07,3.48
2019-07,3.57
2019-07,3.69
2019-08,3.68
2019-08,3.8
2019-08,3.95
2019-08,3.93
2019-08,3.95
2019-08,3.9
2019-08,3.91
2019-08,3.93
2019-08,3.97
2019-08,3.98
2019-08,4.05
2019-08,4.02
2019-08,3.95
2019-08,3.9
2019-08,3.79
2019-08,3.67
2019-08,3.65
2019-08,3.72
2019-08,3.63
2019-08,3.61
2019-08,3.58
2019-08,3.57
2019-08,3.59
2019-09,3.59
2019-09,3.62
2019-09,3.58
2019-09,3.54
2019-09,3.56
2019-09,3.54
2019-09,3.57
2019-09,3.58
2019-09,3.41
2019-09,3.36
2019-09,3.37
2019-09,3.38
2019-09,3.43
2019-09,3.44
2019-09,3.43
2019-09,3.47
2019-09,3.51
2019-09,3.6
2019-09,3.61
2019-09,3.62
2019-09,3.66
2019-10,3.61
2019-10,3.7
2019-10,3.8
2019-10,3.89
2019-10,3.92
2019-10,3.99
2019-10,3.92
2019-10,3.84
2019-10,3.74
2019-10,3.73
2019-10,3.67
2019-10,3.61
2019-10,3.6
2019-10,3.62
2019-10,3.58
2019-10,3.56
2019-10,3.56
2019-10,3.61
2019-10,3.63
2019-10,3.6
2019-10,3.62
2019-10,3.63
2019-10,3.72
2019-11,3.7
2019-11,3.63
2019-11,3.57
2019-11,3.56
2019-11,3.5
2019-11,3.53
2019-11,3.53
2019-11,3.53
2019-11,3.59
2019-11,3.62
2019-11,3.63
2019-11,3.62
2019-11,3.63
2019-11,3.64
2019-11,3.65
2019-11,3.65
2019-11,3.59
2019-11,3.52
2019-11,3.47
2019-11,
2019-11,3.41
2019-11,3.48
2019-12,3.44
2019-12,3.51
2019-12,3.48
2019-12,3.43
2019-12,3.41
2019-12,3.38
2019-12,3.37
2019-12,3.36
2019-12,3.31
2019-12,3.24
2019-12,3.19
2019-12,3.2
2019-12,3.18
2019-12,3.17
2019-12,3.17
2019-12,3.16
2019-12,3.15
2019-12,
2019-12,3.14
2019-12,3.15
2019-12,3.09
2019-12,3.08
2020-01,
2020-01,3.06
2020-01,3.08
2020-01,3.13
2020-01,3.13
2020-01,3.16
2020-01,3.11
2020-01,3.09
2020-01,3.07
2020-01,3.06
2020-01,3.06
2020-01,3.04
2020-01,3.01
2020-01,3.0
2020-01,3.05
2020-01,3.06
2020-01,3.14
2020-01,3.16
2020-01,3.33
2020-01,3.31
2020-01,3.28
2020-01,3.36
2020-01,3.35
2020-02,3.38
2020-02,3.29
2020-02,3.2
2020-02,3.15
2020-02,3.16
2020-02,3.18
2020-02,3.12
2020-02,3.07
2020-02,3.08
2020-02,3.05
2020-02,3.04
2020-02,3.04
2020-02,3.01
2020-02,3.0
2020-02,3.02
2020-02,3.29
2020-02,3.39
2020-02,3.52
2020-02,3.74
2020-02,4.11
2020-02,4.09
2020-03,4.15
2020-03,3.96
2020-03,3.95
2020-03,4.09
2020-03,4.45
2020-03,5.39
2020-03,5.33
2020-03,5.5
2020-03,6.29
2020-03,6.34
2020-03,7.13
2020-03,7.55
2020-03,8.19
2020-03,8.39
2020-03,8.37
2020-03,8.66
2020-03,8.39
2020-03,7.96
2020-03,7.65
2020-03,7.6
2020-03,7.71
2020-03,7.54
2020-04,7.52
2020-04,7.48
2020-04,7.47
2020-04,7.37
2020-04,7.06
2020-04,6.95
2020-04,6.58
2020-04,
2020-04,6.59
2020-04,6.2
2020-04,6.26
2020-04,6.34
2020-04,6.31
2020-04,6.34
2020-04,6.52
2020-04,6.48
2020-04,6.4
2020-04,6.43
2020-04,6.32
2020-04,6.29
2020-04,6.29
2020-04,6.34
2020-05,6.35
2020-05,6.51
2020-05,6.53
2020-05,6.46
2020-05,6.47
2020-05,6.52
2020-05,6.41
2020-05,6.39
2020-05,6.44
2020-05,6.58
2020-05,6.59
2020-05,6.49
2020-05,6.34
2020-05,6.23
2020-05,6.19
2020-05,6.16
2020-05,6.22
2020-05,5.96
2020-05,5.71
2020-05,5.6
2020-05,5.6
2020-05,5.57
2020-06,5.47
2020-06,5.36
2020-06,5.19
2020-06,5.07
2020-06,4.77
2020-06,4.69
2020-06,4.81
2020-06,4.93
2020-06,5.21
2020-06,5.21
2020-06,5.26
2020-06,4.99
2020-06,4.99
2020-06,5.04
2020-06,5.06
2020-06,5.15
2020-06,5.11
2020-06,5.14
2020-06,5.23
2020-06,5.23
2020-06,5.25
2020-06,5.21
2020-07,5.14
2020-07,5.12
2020-07,5.11
2020-07,5.06
2020-07,5.04
2020-07,5.07
2020-07,5.08
2020-07,5.1
2020-07,5.06
2020-07,5.07
2020-07,5.0
2020-07,5.0
2020-07,4.96
2020-07,4.92
2020-07,4.83
2020-07,4.83
2020-07,4.75
2020-07,4.73
2020-07,4.76
2020-07,4.8
2020-07,4.79
2020-07,4.87
2020-07,4.87
2020-08,4.85
2020-08,4.84
2020-08,4.76
2020-08,4.74
2020-08,4.71
2020-08,4.69
2020-08,4.61
2020-08,4.53
2020-08,4.48
2020-08,4.53
2020-08,4.56
2020-08,4.58
2020-08,4.59
2020-08,4.59
2020-08,4.59
2020-08,4.56
2020-08,4.5
2020-08,4.48
2020-08,4.48
2020-08,4.48
2020-08,4.46
2020-09,4.44
2020-09,4.42
2020-09,4.4
2020-09,4.4
2020-09,4.39
2020-09,4.41
2020-09,4.41
2020-09,4.35
2020-09,4.4
2020-09,4.4
2020-09,4.38
2020-09,4.34
2020-09,4.38
2020-09,4.38
2020-09,4.54
2020-09,4.62
2020-09,4.59
2020-09,4.74
2020-09,4.84
2020-09,4.8
2020-09,4.78
2020-09,4.72
2020-10,4.66
2020-10,4.66
2020-10,4.58
2020-10,4.52
2020-10,4.5
2020-10,4.48
2020-10,4.47
2020-10,4.44
2020-10,4.44
2020-10,4.46
2020-10,4.58
2020-10,4.57
2020-10,4.54
2020-10,4.53
2020-10,4.5
2020-10,4.5
2020-10,4.47
2020-10,4.5
2020-10,4.53
2020-10,4.71
2020-10,4.79
2020-10,4.81
2020-10,4.82
2020-11,4.81
2020-11,4.68
2020-11,4.62
2020-11,4.42
2020-11,4.38
2020-11,4.07
2020-11,4.04
2020-11,4.03
2020-11,4.06
2020-11,4.07
2020-11,3.96
2020-11,3.94
2020-11,3.91
2020-11,3.91
2020-11,3.89
2020-11,3.83
2020-11,3.74
2020-11,3.72
2020-11,3.72
2020-11,3.71
2020-11,3.69
2020-12,3.62
2020-12,3.58
2020-12,3.56
2020-12,3.5
2020-12,3.51
2020-12,3.54
2020-12,3.53
2020-12,3.53
2020-12,3.6
2020-12,3.57
2020-12,3.57
2020-12,3.52
2020-12,3.48
2020-12,3.47
2020-12,3.58
2020-12,3.56
2020-12,3.51
2020-12,3.51
2020-12,
2020-12,3.52
2020-12,3.52
2020-12,3.51
2020-12,3.55
2021-01,
2021-01,3.49
2021-01,3.47
2021-01,3.43
2021-01,3.39
2021-01,3.36
2021-01,3.36
2021-01,3.4
2021-01,3.42
2021-01,3.43
2021-01,3.43
2021-01,3.44
2021-01,3.4
2021-01,3.35
2021-01,3.3
2021-01,3.33
2021-01,3.38
2021-01,3.4
2021-01,3.46
2021-01,3.54
2021-01,3.43
2021-01,3.5
2021-02,3.45
2021-02,3.37
2021-02,3.28
2021-02,3.27
2021-02,3.22
2021-02,3.21
2021-02,3.23
2021-02,3.22
2021-02,3.21
2021-02,3.2
2021-02,3.16
2021-02,3.13
2021-02,3.15
2021-02,3.13
2021-02,3.12
2021-02,3.14
2021-02,3.13
2021-02,3.12
2021-02,3.1
2021-02,3.22
2021-02,3.24
2021-03,3.24
2021-03,3.22
2021-03,3.18
2021-03,3.21
2021-03,3.24
2021-03,3.25
2021-03,3.22
2021-03,3.21
2021-03,3.14
2021-03,3.13
2021-03,3.14
2021-03,3.12
2021-03,3.12
2021-03,3.15
2021-03,3.19
2021-03,3.2
2021-03,3.2
2021-03,3.19
2021-03,3.19
2021-03,3.17
2021-03,3.16
2021-03,3.12
2021-03,3.14
2021-04,3.11
2021-04,
2021-04,3.1
2021-04,3.05
2021-04,3.04
2021-04,3.03
2021-04,3.01
2021-04,3.0
2021-04,3.01
2021-04,2.99
2021-04,2.99
2021-04,2.95
2021-04,2.94
2021-04,3.0
2021-04,3.02
2021-04,3.01
2021-04,3.0
2021-04,2.99
2021-04,2.99
2021-04,2.97
2021-04,2.93
2021-04,3.04
2021-05,3.02
2021-05,3.05
2021-05,3.03
2021-05,3.05
2021-05,3.04
2021-05,3.02
2021-05,3.03
2021-05,3.02
2021-05,3.09
2021-05,3.06
2021-05,3.04
2021-05,3.03
2021-05,3.06
2021-05,3.05
2021-05,3.05
2021-05,3.04
2021-05,3.03
2021-05,3.02
2021-05,2.99
2021-05,2.98
2021-05,3.03
2021-06,2.99
2021-06,2.96
2021-06,2.96
2021-06,2.94
2021-06,2.91
2021-06,2.9
2021-06,2.89
2021-06,2.89
2021-06,2.87
2021-06,2.87
2021-06,2.87
2021-06,2.89
2021-06,2.92
2021-06,2.92
2021-06,2.92
2021-06,2.93
2021-06,2.93
2021-06,2.93
2021-06,2.91
2021-06,2.92
2021-06,2.92
2021-06,2.96
2021-07,2.98
2021-07,2.98
2021-07,2.97
2021-07,3.0
2021-07,3.0
2021-07,3.03
2021-07,3.01
2021-07,3.01
2021-07,3.01
2021-07,3.01
2021-07,3.01
2021-07,3.02
2021-07,3.07
2021-07,3.12
2021-07,3.09
2021-07,3.09
2021-07,3.08
2021-07,3.07
2021-07,3.09
2021-07,3.1
2021-07,3.07
2021-07,3.06
2021-07,3.13
2021-08,3.12
2021-08,3.11
2021-08,3.08
2021-08,3.07
2021-08,3.04
2021-08,3.04
2021-08,3.04
2021-08,3.05
2021-08,3.05
2021-08,3.04
2021-08,3.05
2021-08,3.06
2021-08,3.06
2021-08,3.08
2021-08,3.08
2021-08,3.06
2021-08,3.06
2021-08,3.03
2021-08,3.04
2021-08,3.04
2021-08,3.03
2021-08,3.03
2021-09,3.02
2021-09,3.01
2021-09,3.0
2021-09,2.99
2021-09,2.95
2021-09,2.96
2021-09,2.96
2021-09,2.94
2021-09,2.93
2021-09,2.91
2021-09,2.88
2021-09,2.86
2021-09,2.85
2021-09,2.92
2021-09,2.93
2021-09,2.92
2021-09,2.9
2021-09,2.93
2021-09,2.94
2021-09,2.99
2021-09,3.01
2021-09,3.04
2021-10,3.1
2021-10,3.12
2021-10,3.14
2021-10,3.23
2021-10,3.23
2021-10,3.22
2021-10,3.26
2021-10,3.31
2021-10,3.3
2021-10,3.25
2021-10,3.22
2021-10,3.2
2021-10,3.18
2021-10,3.19
2021-10,3.19
2021-10,3.18
2021-10,3.23
2021-10,3.2
2021-10,3.17
2021-10,3.14
2021-10,3.12
2021-10,3.22
2021-11,3.23
2021-11,3.31
2021-11,3.3
2021-11,3.32
2021-11,3.3
2021-11,3.25
2021-11,3.27
2021-11,3.25
2021-11,3.25
2021-11,3.3
2021-11,3.29
2021-11,3.3
2021-11,3.3
2021-11,3.31
2021-11,3.34
2021-11,3.34
2021-11,3.36
2021-11,3.39
2021-11,3.42
2021-11,3.64
2021-11,3.64
2021-11,3.71
2021-12,3.6
2021-12,3.62
2021-12,3.58
2021-12,3.57
2021-12,3.46
2021-12,3.41
2021-12,3.43
2021-12,3.42
2021-12,3.42
2021-12,3.41
2021-12,3.4
2021-12,3.4
2021-12,3.42
2021-12,3.46
2021-12,3.42
2021-12,3.4
2021-12,3.37
2021-12,
2021-12,3.37
2021-12,3.35
2021-12,3.33
2021-12,3.32
2021-12,3.31
2022-01,3.28
2022-01,3.24
2022-01,3.22
2022-01,3.22
2022-01,3.2
2022-01,3.23
2022-01,3.23
2022-01,3.23
2022-01,3.24
2022-01,3.25
2022-01,3.25
2022-01,3.31
2022-01,3.32
2022-01,3.34
2022-01,3.41
2022-01,3.53
2022-01,3.57
2022-01,3.51
2022-01,3.55
2022-01,3.64
2022-01,3.67
2022-02,3.64
2022-02,3.58
2022-02,3.58
2022-02,3.76
2022-02,3.96
2022-02,3.89
2022-02,3.83
2022-02,3.81
2022-02,3.88
2022-02,4.03
2022-02,3.96
2022-02,3.94
2022-02,3.99
2022-02,4.04
2022-02,4.09
2022-02,4.13
2022-02,4.1
2022-02,4.41
2022-02,4.25
2022-02,4.45
2022-03,4.59
2022-03,4.54
2022-03,4.54
2022-03,4.76
2022-03,4.94
2022-03,4.92
2022-03,4.74
2022-03,4.65
2022-03,4.63
2022-03,4.6
2022-03,4.74
2022-03,4.58
2022-03,4.44
2022-03,4.42
2022-03,4.3
2022-03,4.24
2022-03,4.25
2022-03,4.24
2022-03,4.21
2022-03,4.18
2022-03,4.02
2022-03,3.94
2022-03,4.0
2022-04,3.98
2022-04,3.98
2022-04,3.92
2022-04,4.01
2022-04,4.01
2022-04,4.0
2022-04,3.97
2022-04,4.11
2022-04,4.17
2022-04,4.17
2022-04,
2022-04,4.17
2022-04,4.2
2022-04,4.22
2022-04,4.12
2022-04,4.09
2022-04,4.31
2022-04,4.38
2022-04,4.55
2022-04,4.5
2022-04,4.54
2022-04,4.54
2022-05,4.59
2022-05,4.64
2022-05,4.69
2022-05,4.69
2022-05,4.86
2022-05,5.15
2022-05,5.12
2022-05,4.99
2022-05,5.1
2022-05,5.01
2022-05,4.97
2022-05,4.8
2022-05,4.81
2022-05,5.01
2022-05,5.0
2022-05,4.97
2022-05,5.05
2022-05,5.08
2022-05,5.0
2022-05,4.91
2022-05,4.79
2022-05,4.74
2022-06,4.72
2022-06,4.67
2022-06,4.63
2022-06,4.6
2022-06,4.65
2022-06,4.63
2022-06,4.64
2022-06,4.76
2022-06,5.02
2022-06,5.16
2022-06,5.23
2022-06,5.35
2022-06,5.42
2022-06,5.42
2022-06,5.37
2022-06,5.52
2022-06,5.77
2022-06,5.8
2022-06,5.74
2022-06,5.74
2022-06,6.01
2022-06,6.41
2022-07,6.53
2022-07,6.45
2022-07,6.59
2022-07,6.68
2022-07,6.5
2022-07,6.37
2022-07,6.4
2022-07,6.46
2022-07,6.38
2022-07,6.38
2022-07,6.43
2022-07,6.31
2022-07,6.13
2022-07,5.87
2022-07,5.83
2022-07,5.91
2022-07,5.78
2022-07,5.87
2022-07,5.85
2022-07,5.91
2022-07,5.77
2022-07,5.81
2022-08,5.76
2022-08,5.75
2022-08,5.62
2022-08,5.57
2022-08,5.44
2022-08,5.44
2022-08,5.4
2022-08,5.45
2022-08,5.32
2022-08,5.23
2022-08,5.27
2022-08,5.22
2022-08,5.22
2022-08,5.28
2022-08,5.27
2022-08,5.42
2022-08,5.5
2022-08,5.47
2022-08,5.44
2022-08,5.36
2022-08,5.34
2022-08,5.41
