,0
2017-11-01,0.61453
2017-12-01,0.81821
2018-01-01,0.36036
2018-02-01,0.49085
2018-03-01,0.0
2018-04-01,0.52005
2018-05-01,0.38271
2018-06-01,0.79303
2018-07-01,0.5877
2018-08-01,0.338
2018-09-01,0.46224
2018-10-01,1.06977
2018-11-01,1.52087
2018-12-01,1.9621
2019-01-01,1.33096
2019-02-01,0.1254
2019-03-01,0.88387
2019-04-01,1.088
2019-05-01,0.75587
2019-06-01,1.10714
2019-07-01,1.36189
2019-08-01,3.95173
2019-09-01,0.58535
2019-10-01,1.38185
2019-11-01,1.50018
2019-12-01,2.04638
2020-01-01,0.52741
2020-02-01,0.66969
2020-03-01,1.63731
2020-04-01,0.35154
2020-05-01,0.20901
2020-06-01,0.18618
2020-07-01,0.15555
2020-08-01,0.16303
2020-09-01,0.30779
2020-10-01,0.3439
2020-11-01,0.45887
2020-12-01,0.50881
2021-01-01,0.0
2021-02-01,0.0
2021-03-01,0.0
2021-04-01,0.16128
2021-05-01,0.46012
2021-06-01,0.0
2021-07-01,0.12134
2021-08-01,0.51687
2021-09-01,0.0
2021-10-01,0.0
2021-11-01,0.0
2021-12-01,0.0
2022-01-01,0.0
2022-02-01,0.0
2022-03-01,0.53604
2022-04-01,0.0
2022-05-01,0.0
2022-06-01,0.66283
2022-07-01,0.79661
2022-08-01,0.21756
2022-09-01,0.36655
2022-10-01,0.2898
2022-11-01,0.54907
2022-12-01,0.0
2023-01-01,1.05738
2023-02-01,0.0
2023-03-01,0.1677
2023-04-01,0.15942
2023-05-01,0.16999
2023-06-01,0.19217
2023-07-01,0.34819
2023-08-01,0.0
2023-09-01,0.3764
2023-10-01,0.0
2023-11-01,0.0
2023-12-01,0.0
2024-01-01,0.53117
2024-02-01,0.0
2024-03-01,0.0
2024-04-01,0.0
2024-05-01,0.0
2024-06-01,0.0
2024-07-01,0.0
2024-08-01,0.31524
2024-09-01,0.0
2024-10-01,0.0
2024-11-01,0.19479
2024-12-01,0.0
2025-01-01,0.18497
2025-02-01,0.0
2025-03-01,1.05229
2025-04-01,1.61326
