"","Estimate","Std..Error","t.value","Pr...t..","c.nm_var..nm_var..nm_var..nm_var..nm_var..nm_var.","model_diagnostics"
"alpha87",0.000545,0.000145,3.752933,0.000175,"SmallCap VXN",34.2925470476593
"gamma87",0.022957,0.005043,4.552382,5e-06,"SmallCap VXN",0.386355024165464
"beta87",0.986976,0.002817,350.381153,0,"SmallCap VXN",0.132490978432937
"m87",10.975981,0.157516,69.681902,0,"SmallCap VXN",59044.670214
"theta87",0.118223,0.00448,26.387674,0,"SmallCap VXN",59082.603121
"w287",1.001,0.194699,5.141271,0,"SmallCap VXN",-29516.3351070765
"alpha88",0.045897,0.052429,0.875413,0.381349,"SmallCap RecessionSpread",1.16540329919651
"gamma88",0.676229,0.225798,2.994839,0.002746,"SmallCap RecessionSpread",0.0444464705504245
"beta88",0.001781,1.124922,0.001583,0.998737,"SmallCap RecessionSpread",0.00051798063417105
"m88",11.864369,0.491539,24.137202,0,"SmallCap RecessionSpread",59654.831679
"theta88",0.939635,0.414872,2.264879,0.02352,"SmallCap RecessionSpread",59692.764585
"w288",3.504704,3.088212,1.134865,0.256432,"SmallCap RecessionSpread",-29821.4158395285
"alpha89",0.000277,7e-06,38.849927,0,"SmallCap DefaultSpread",25.2079255321976
"gamma89",0.00406,0.000123,32.970312,0,"SmallCap DefaultSpread",0.122475611633486
"beta89",0.996693,7.9e-05,12543.918121,0,"SmallCap DefaultSpread",0.0308735609756726
"m89",11.232636,0.023105,486.151585,0,"SmallCap DefaultSpread",59287.862084
"theta89",0.153271,0.003304,46.393179,0,"SmallCap DefaultSpread",59325.79499
"w289",1.001023,0.103059,9.713091,0,"SmallCap DefaultSpread",-29637.93104182
"alpha90",0.04313,0.005016,8.598471,0,"SmallCap BKK",4.73488725414339
"gamma90",0.720444,0.109482,6.580504,0,"SmallCap BKK",0.051661463051793
"beta90",0.002119,0.113035,0.018748,0.985042,"SmallCap BKK",0.00244611202934334
"m90",11.931597,0.124678,95.699309,0,"SmallCap BKK",59641.970819
"theta90",0.111897,0.015874,7.049005,0,"SmallCap BKK",59679.903725
"w290",1.912202,0.091745,20.842569,0,"SmallCap BKK",-29814.985409505
"alpha91",0.000183,5e-06,36.083732,0,"SmallCap TermSpread",10.0844362094586
"gamma91",0.002725,6.2e-05,43.822606,0,"SmallCap TermSpread",0.0777438706483757
