,AAL,AAL,AAL,AAL,AAL,AAL,AAL,CAR,CAR,CAR,CAR,CAR,CAR,CAR,GNRC,GNRC,GNRC,GNRC,GNRC,GNRC,GNRC,ALB,ALB,ALB,ALB,ALB,ALB,ALB,BA,BA,BA,BA,BA,BA,BA
,CapEx,Assets,Variable Costs,Revenue,Net Income,CapEx / Sales,Operating Leverage (DOL),CapEx,Assets,Variable Costs,Revenue,Net Income,CapEx / Sales,Operating Leverage (DOL),CapEx,Assets,Variable Costs,Revenue,Net Income,CapEx / Sales,Operating Leverage (DOL),CapEx,Assets,Variable Costs,Revenue,Net Income,CapEx / Sales,Operating Leverage (DOL),CapEx,Assets,Variable Costs,Revenue,Net Income,CapEx / Sales,Operating Leverage (DOL)
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,3063.0,51051.0,6431.0,10363.0,950.0,0.29557078066197046,0.37942680690919617,3171.0,20483.0,1164.0,2243.0,36.0,1.4137316094516272,0.4810521622826572,14.004,1916.535,234.353,367.376,20.888,0.038118984364792476,0.36208952136230993,99.509,9312.381,353.27,669.327,-314.821,0.14867023144143296,0.4722011811864754,1419.0,89609.0,21862.0,24755.0,-234.0,0.05732175318117552,0.11686527974146638
2016-09-30,4271.0,51108.0,6660.0,10593.0,737.0,0.4031907863683565,0.37128292268479185,2903.0,19475.0,1276.0,2656.0,209.0,1.0929969879518073,0.5195783132530121,20.847,1868.513,229.203,373.121,26.183,0.055871955746259264,0.38571401770471236,141.301,9396.944,367.044,654.01,128.22,0.21605327135670707,0.4387792235592728,2014.0,88950.0,19416.0,23898.0,2279.0,0.08427483471420202,0.18754707506904345
2016-12-31,5731.0,51274.0,6605.0,9789.0,289.0,0.5854530595566452,0.32526305036265196,2147.0,17643.0,1022.0,1879.0,-31.0,1.1426290580095795,0.456093666844066,30.467,1861.684,257.647,417.421,41.509,0.07298866132753264,0.38276464289051104,196.654,8161.207,406.019,696.655,602.09,0.28228319613007874,0.41718784764338157,2613.0,89997.0,18905.0,23286.0,1631.0,0.112213347075496,0.18813879584299578
2017-03-31,1714.0,52627.0,6774.0,9820.0,340.0,0.1745417515274949,0.310183299389002,1028.0,18978.0,1079.0,1839.0,-107.0,0.55899945622621,0.4132680804785209,3.548,1867.265,216.271,330.485,12.175,0.010735736871567545,0.34559511021680267,54.143,7366.468,399.65,722.063,51.213,0.07498376180471787,0.44651643970124494,466.0,89673.0,17592.0,21961.0,1579.0,0.02121943445198306,0.1989435818041073
2017-06-30,3194.0,53336.0,7122.0,11227.0,864.0,0.2844927407143493,0.3656364122205398,3143.0,20832.0,1189.0,2238.0,3.0,1.4043789097408401,0.46872207327971405,10.03,1887.53,256.097,394.875,25.291,0.025400443178220954,0.3514479265590377,97.765,7291.989,402.475,737.258,103.333,0.13260622468660901,0.45409205461317476,905.0,90036.0,18201.0,23051.0,1749.0,0.03926076959784825,0.21040301939178344
2017-09-30,4563.0,52401.0,7226.0,10964.0,661.0,0.4161802261948194,0.34093396570594675,2938.0,19873.0,1323.0,2752.0,245.0,1.0675872093023255,0.5192587209302325,16.658,2000.974,294.963,460.966,39.435,0.036137155451812064,0.36011983530238667,187.519,7523.3,416.812,754.866,118.67,0.2484136257295997,0.44783312534939973,1304.0,91007.0,19415.0,24223.0,1810.0,0.053833133798456015,0.1984890393427734
2017-12-31,5971.0,51396.0,7278.0,10611.0,-583.0,0.5627179342192065,0.31410800113090187,2135.0,17699.0,1117.0,2019.0,220.0,1.057454185240218,0.4467558197127291,33.261,2019.964,304.129,493.047,80.907,0.06746010015272377,0.38316428251262047,317.703,7750.772,495.386,857.789,-218.366,0.37037429950722145,0.4224850167115689,1739.0,92333.0,19287.0,24770.0,3320.0,0.07020589422688736,0.2213564796124344
2018-03-31,779.0,53280.0,7396.0,10401.0,159.0,0.07489664455340833,0.2889145274492837,1711.0,19222.0,1148.0,1968.0,-87.0,0.869410569105691,0.4166666666666667,6.496,2077.468,252.113,400.091,33.645,0.016236306240330324,0.369860856655111,131.815,7556.34,464.22,821.629,131.76,0.160431289547959,0.4350004685813183,394.0,113549.0,18307.0,23382.0,2477.0,0.016850568813617312,0.21704730134291336
2018-06-30,1731.0,52622.0,7974.0,11643.0,557.0,0.14867302241690286,0.3151249677918062,3667.0,20919.0,1239.0,2328.0,26.0,1.5751718213058419,0.4677835051546392,12.326,2209.275,312.99,497.581,53.261,0.024771846191876296,0.3709767856891642,280.945,7538.363,491.144,853.874,302.461,0.32902395435392107,0.424805064915901,770.0,113195.0,19012.0,24258.0,2196.0,0.03174210569708962,0.21625855387913265
2018-09-30,2736.0,52635.0,8230.0,11559.0,372.0,0.23669867635608616,0.28800069210139284,3484.0,19741.0,1366.0,2778.0,213.0,1.2541396688264939,0.5082793376529877,25.577,2332.673,355.891,562.388,75.776,0.04547927765172799,0.3671788871739795,471.675,7487.195,445.004,777.748,129.745,0.6064625045644605,0.42783009406645855,1227.0,114659.0,20499.0,25146.0,2363.0,0.048795036984013364,0.184800763540921
2018-12-31,3745.0,60580.0,7765.0,10938.0,324.0,0.34238434814408486,0.29008959590418726,3172.0,19149.0,1139.0,2050.0,13.0,1.5473170731707317,0.44439024390243903,47.601,2426.314,352.134,563.404,75.575,0.08448821804602026,0.37498846298570826,699.991,7581.674,552.128,921.699,129.596,0.7594572631629198,0.4009671270121807,1722.0,117359.0,21489.0,28341.0,3424.0,0.06076002963903885,0.2417698740340849
2019-03-31,1305.0,60787.0,7646.0,10584.0,185.0,0.12329931972789115,0.27758881330309904,1350.0,22902.0,1128.0,1920.0,-91.0,0.703125,0.4125,15.902,2473.722,300.913,470.353,44.861,0.03380865009896822,0.3602400750074944,216.132,7871.062,498.895,832.064,133.569,0.2597540573802015,0.4004127086377971,501.0,120209.0,18106.0,22917.0,2149.0,0.02186150019636078,0.20993149190557228
2019-06-30,2323.0,61967.0,8190.0,11960.0,662.0,0.19423076923076923,0.31521739130434784,3059.0,24455.0,1278.0,2337.0,62.0,1.3089430894308942,0.45314505776636715,34.376,2523.109,338.589,541.916,61.958,0.06343418537190265,0.37520021553155847,415.626,8094.414,506.09,885.052,154.198,0.46960630561820094,0.4281804910897891,922.0,126261.0,17248.0,21361.0,-2942.0,0.04316277327840457,0.1925471653948785
2019-09-30,3129.0,61175.0,8264.0,11911.0,425.0,0.2626983460666611,0.30618755771975487,2973.0,23108.0,1363.0,2753.0,189.0,1.0799128223755903,0.5049037413730476,45.447,2594.121,375.53,601.135,75.574,0.07560198624269092,0.3752983938715929,608.456,8141.603,515.293,879.747,155.07,0.691626115235403,0.4142713757478002,1387.0,132598.0,16339.0,20010.0,1167.0,0.06931534232883559,0.18345827086456773
2019-12-31,4268.0,59995.0,7927.0,11313.0,414.0,0.3772650932555467,0.29930168832316806,2677.0,23126.0,1228.0,2162.0,142.0,1.2382053654024052,0.4320074005550416,60.802,2665.669,359.287,590.932,69.614,0.10289170327550377,0.39199941786872267,851.796,9860.863,596.187,992.564,90.391,0.8581774071999388,0.39934654087796856,1834.0,133625.0,17774.0,20530.0,-1010.0,0.0893326838772528,0.1342425718460789
2020-03-31,845.0,58580.0,7541.0,8515.0,-2241.0,0.09923664122137404,0.11438637698179682,1297.0,23552.0,1107.0,1753.0,-158.0,0.739874500855676,0.3685111237877924,12.894,2654.077,295.159,475.915,44.46,0.027093073342928882,0.3798073185337718,214.529,9847.638,442.433,738.845,107.204,0.2903572467838315,0.4011829274069663,428.0,143075.0,15266.0,16878.0,-628.0,0.025358454793221945,0.09550894655764901
2020-06-30,1233.0,64544.0,4538.0,1622.0,-2067.0,0.7601726263871763,-1.7977805178791615,-449.0,21690.0,592.0,760.0,-481.0,-0.5907894736842105,0.22105263157894736,26.332,2767.625,322.411,546.848,66.145,0.04815232020598046,0.41041934870384456,418.991,10170.253,472.849,764.049,85.624,0.5483823681465456,0.3811273884266585,776.0,162872.0,11422.0,12358.0,-2376.0,0.0627933322544101,0.07574041106975239
2020-09-30,1810.0,62773.0,5191.0,3172.0,-2399.0,0.5706179066834804,-0.6365069356872636,-2562.0,19596.0,867.0,1534.0,45.0,-1.6701434159061277,0.4348109517601043,33.94,2974.075,415.746,701.355,114.97,0.04839204112040264,0.4072245866929016,621.371,10231.983,434.133,746.868,98.301,0.8319689690815512,0.41872861067819217,1038.0,161261.0,11940.0,13988.0,-449.0,0.0742064626822991,0.14641120960823564
2020-12-31,1958.0,62008.0,5237.0,4028.0,-2178.0,0.48609731876861967,-0.30014895729890767,-3258.0,17538.0,828.0,1355.0,-90.0,-2.4044280442804427,0.388929889298893,62.128,3235.423,451.134,761.082,125.001,0.0816311514396609,0.4072465253415532,850.477,10450.946,550.657,879.147,84.635,0.9673888439589738,0.37364627303511244,1303.0,152136.0,19911.0,15432.0,-8420.0,0.08443494038361846,-0.2902410575427683
2021-03-31,-19.0,68649.0,5820.0,4008.0,-1250.0,-0.004740518962075849,-0.45209580838323354,1365.0,18609.0,859.0,1372.0,-170.0,0.9948979591836735,0.3739067055393586,27.469,3422.138,476.362,807.434,148.993,0.03402011805299257,0.41002979810114504,179.683,10290.302,503.344,829.291,95.677,0.21667062587197977,0.393042972852714,291.0,150035.0,12695.0,15247.0,-537.0,0.019085721781334032,0.16737718895520431
2021-06-30,-118.0,72464.0,6697.0,7478.0,19.0,-0.015779620219309978,0.10443968975661942,3925.0,22013.0,1085.0,2371.0,398.0,1.6554196541543653,0.542387178405736,54.222,3706.926,570.069,919.981,127.036,0.05893817372315298,0.380346985426873,396.915,10796.926,464.056,773.896,424.6,0.512878991492397,0.40036387318192623,513.0,148935.0,13513.0,16960.0,587.0,0.030247641509433962,0.2032429245283019
2021-09-30,25.0,68437.0,7448.0,8969.0,170.0,0.0027873787490244172,0.16958412309064555,4788.0,21610.0,1269.0,3001.0,675.0,1.5954681772742418,0.5771409530156615,87.456,4100.43,595.694,942.698,131.57,0.09277202242924033,0.36809667571162774,652.739,10832.325,519.211,830.566,-392.781,0.7858966054473696,0.3748708711890446,758.0,146846.0,12435.0,15285.0,-109.0,0.049591102387962056,0.18645731108930325
2021-12-31,412.0,66467.0,8004.0,9427.0,-932.0,0.043704253739259576,0.15094940065768536,6085.0,22600.0,1198.0,2569.0,382.0,2.368625924484235,0.5336706889840405,109.992,4877.78,692.822,1067.071,142.895,0.10307842683382831,0.3507254906187123,953.667,10974.118,578.875,894.204,-3.824,1.0664982487217682,0.35263653483992463,980.0,138552.0,16095.0,14780.0,-4143.0,0.06630581867388363,-0.08897158322056833
2022-03-31,807.0,67401.0,8276.0,8899.0,-1635.0,0.09068434655579279,0.07000786605236543,1148.0,23573.0,1186.0,2432.0,529.0,0.4720394736842105,0.5123355263157895,28.2,5151.533,762.701,1135.856,113.858,0.024827090757983405,0.32852315786508146,231.698,11416.058,612.124,1127.728,253.383,0.20545557084687088,0.45720599293446645,349.0,135801.0,12652.0,13991.0,-1219.0,0.02494460724751626,0.09570438138803516
2022-06-30,1405.0,67963.0,9933.0,13422.0,476.0,0.10467888541201013,0.2599463567277604,3751.0,26095.0,1383.0,3244.0,778.0,1.156288532675709,0.5736744759556104,46.503,5472.951,821.184,1291.391,156.359,0.036010007813280405,0.364108933700173,502.607,12520.405,827.676,1479.593,406.773,0.339692739827777,0.4406056260066113,612.0,135479.0,13670.0,16681.0,193.0,0.036688447934776096,0.18050476590132486
2022-09-30,1860.0,66652.0,10064.0,13462.0,483.0,0.13816669142772248,0.25241420294161343,3458.0,25197.0,1502.0,3547.0,1034.0,0.9749083732731886,0.5765435579362842,64.833,5246.293,713.74,1088.258,58.27,0.05957502724537747,0.34414449514729045,815.934,13828.502,967.578,2091.805,897.215,0.39006217118708486,0.537443499752606,896.0,137558.0,15837.0,15956.0,-3275.0,0.05615442466783655,0.0074580095261970415
2022-12-31,2906.0,64716.0,9358.0,13188.0,803.0,0.22035183500151653,0.29041552926903247,4131.0,25927.0,1360.0,2771.0,423.0,1.49079754601227,0.50920245398773,86.188,5169.462,692.287,1049.232,71.015,0.08214389191332327,0.3401964484499138,1261.646,15456.522,1534.098,2620.978,1132.445,0.4813645898592052,0.4146849000640219,1222.0,137100.0,17187.0,19980.0,-634.0,0.06116116116116116,0.1397897897897898
2023-03-31,505.0,66786.0,9274.0,12189.0,10.0,0.04143079826072688,0.23915005332677003,1641.0,27388.0,1345.0,2557.0,312.0,0.6417676965193586,0.47399296050058665,23.977,5211.132,601.283,887.91,12.43,0.027003863004133304,0.32281087047110624,415.608,17564.358,1216.441,2580.252,1238.58,0.16107263941661512,0.5285572882028576,468.0,136347.0,15036.0,17921.0,-414.0,0.026114614139835946,0.16098432007142457
2023-06-30,1244.0,67260.0,9340.0,14055.0,1338.0,0.08850942725008894,0.3354678050515831,5009.0,31395.0,1515.0,3123.0,435.0,1.6039065001601025,0.5148895292987512,53.9,5321.971,657.145,1000.42,45.198,0.05387737150396833,0.3431308850282881,919.295,19109.668,1718.618,2370.19,650.043,0.38785709162556586,0.27490285588919033,764.0,134774.0,16906.0,19751.0,-149.0,0.03868158574249405,0.1440433395777429
2023-09-30,1753.0,65711.0,10225.0,13482.0,-545.0,0.13002521881026555,0.24158136774959205,6683.0,32304.0,1591.0,3564.0,626.0,1.8751402918069584,0.5535914702581369,77.718,5166.341,678.647,1070.667,60.377,0.07258839583175722,0.366145589618434,1465.193,18883.354,2150.217,2310.596,302.533,0.6341190757709266,0.06941023008782146,1096.0,134281.0,16048.0,18104.0,-1636.0,0.06053910737958462,0.11356606274856386
2023-12-31,2596.0,63058.0,9877.0,13062.0,19.0,0.19874444954830808,0.24383708467309753,7055.0,32569.0,1391.0,2764.0,259.0,2.5524602026049203,0.4967438494934877,129.06,5093.312,657.753,1063.67,96.601,0.12133462446059398,0.38161929921874266,2149.281,18270.652,2916.074,2356.165,-617.68,0.9121946043676907,-0.23763573433948815,1527.0,137012.0,18692.0,22018.0,-23.0,0.06935234807884458,0.1510582250885639
2024-03-31,824.0,64384.0,10000.0,12570.0,-312.0,0.06555290373906125,0.20445505171042164,1524.0,33528.0,1379.0,2551.0,-114.0,0.5974127793022345,0.4594276754214034,26.82,5129.52,555.742,889.273,26.232,0.030159467340175626,0.3750603020669694,579.322,19032.333,1198.047,1360.736,2.448,0.425741657455965,0.11955956188415685,567.0,134484.0,14171.0,17012.0,-343.0,0.03332941453091935,0.16699976487185517
2024-06-30,1475.0,64125.0,10302.0,14334.0,717.0,0.10290219059578624,0.2812892423608204,2566.0,33882.0,1571.0,3048.0,14.0,0.8418635170603674,0.48458005249343833,54.772,5118.566,604.547,998.197,59.115,0.05487093229092053,0.3943610329423951,1026.936,18388.282,1302.684,1430.385,-188.198,0.7179437703834981,0.08927736238844788,971.0,142720.0,15119.0,16866.0,-1439.0,0.0575714455116803,0.10358116921617455
2024-09-30,1943.0,63528.0,10308.0,13647.0,-149.0,0.14237561368799004,0.24466915805671577,2635.0,32749.0,1616.0,3480.0,237.0,0.757183908045977,0.535632183908046,83.399,5186.939,682.299,1173.563,113.742,0.07106478305808892,0.4186089711417283,1330.062,17455.186,1295.224,1354.692,-1068.992,0.9818187455155858,0.04389780112379794,1582.0,137695.0,20851.0,17840.0,-6170.0,0.08867713004484305,-0.1687780269058296
2024-12-31,2683.0,61783.0,9891.0,13660.0,590.0,0.19641288433382137,0.2759150805270864,2668.0,29041.0,1586.0,2710.0,-1958.0,0.9845018450184502,0.414760147601476,136.733,5109.331,713.595,1234.801,117.226,0.11073282253577703,0.42209716383449636,1685.79,16609.649,926.594,1231.713,75.293,1.3686548733349408,0.2477192332954186,2230.0,156363.0,16322.0,15242.0,-3865.0,0.14630625902112585,-0.07085684293399816
2025-03-31,824.0,62609.0,10126.0,12551.0,-473.0,0.06565213927177117,0.19321169627918094,729.0,29044.0,1381.0,2430.0,-505.0,0.3,0.4316872427983539,30.937,5060.454,549.483,942.121,43.84,0.032837607908113714,0.41675963066315264,182.624,16999.258,758.828,1076.881,41.348,0.16958605454084524,0.295346468179864,674.0,156494.0,16613.0,19496.0,-37.0,0.03457119409109561,0.14787648748461224
