Date,Mid Yield,2-Year Yield,3-Month Yield
2018-10-23,3.17045,2.8811,2.33805
2018-10-24,3.11005,2.8406,2.3379
2018-10-25,3.12525,2.8507,2.3275
2018-10-26,3.07645,2.8083,2.3219
2018-10-29,3.08775,2.8204,2.3064
2018-10-30,3.11795,2.8487,2.3329
2018-10-31,3.14825,2.8689,2.33405
2018-11-01,3.13315,2.8445,2.3198
2018-11-02,3.21885,2.9095,2.31935
2018-11-05,3.19985,2.90955,2.3141
2018-11-06,3.23045,2.9341,2.35855
2018-11-07,3.2364,2.96285,2.35325
2018-11-08,3.23825,2.97115,2.35315
2018-11-09,3.1847,2.92615,2.34995
2018-11-09,3.1847,2.92615,2.34995
2018-11-13,3.1406,2.8932,2.33955
2018-11-14,3.1259,2.86425,2.37895
2018-11-15,3.1094,2.85595,2.3608
2018-11-16,3.06375,2.80605,2.345
2018-11-19,3.0619,2.78925,2.34995
2018-11-20,3.06005,2.8058,2.3868
2018-11-21,3.06365,2.8139,2.39925
2018-11-21,3.06365,2.8139,2.39925
2018-11-23,3.04535,2.81355,2.40135
2018-11-26,3.0581,2.83235,2.3961
2018-11-27,3.0581,2.83295,2.3996
2018-11-28,3.0599,2.8117,2.38405
2018-11-29,3.0307,2.80765,2.3557
2018-11-30,2.9924,2.7956,2.3501
2018-12-03,2.9652,2.82,2.3359
2018-12-04,2.9145,2.7977,2.41755
2018-12-04,2.9145,2.7977,2.41755
2018-12-06,2.891,2.761,2.4044
2018-12-07,2.8567,2.718,2.3911
2018-12-10,2.862,2.73225,2.37815
2018-12-11,2.8781,2.7651,2.4227
2018-12-12,2.9096,2.77335,2.4251
2018-12-13,2.9122,2.76095,2.4121
2018-12-14,2.894,2.73615,2.41165
2018-12-17,2.8561,2.69365,2.38585
2018-12-18,2.8219,2.6491,2.38165
2018-12-19,2.7611,2.64485,2.402
2018-12-20,2.8074,2.66955,2.38135
2018-12-21,2.7875,2.6327,2.38085
2018-12-24,2.7347,2.55935,2.38055
2018-12-24,2.7347,2.55935,2.38055
2018-12-26,2.8088,2.61905,2.4251
2018-12-27,2.7729,2.5645,2.40185
2018-12-28,2.7155,2.51715,2.37575
2018-12-31,2.6842,2.4939,2.36005
2018-12-31,2.6842,2.4939,2.36005
2019-01-02,2.6319,2.4767,2.42
2019-01-03,2.5508,2.37655,2.40185
2019-01-04,2.6668,2.4958,2.40905
2019-01-07,2.6969,2.53955,2.4038
2019-01-08,2.7289,2.5866,2.45605
2019-01-09,2.7109,2.55295,2.43795
2019-01-10,2.7448,2.57445,2.4275
2019-01-11,2.698,2.54075,2.41675
2019-01-14,2.7051,2.53775,2.41405
2019-01-15,2.7175,2.53365,2.43805
2019-01-16,2.7263,2.54295,2.4097
2019-01-17,2.7495,2.56885,2.40185
2019-01-18,2.7869,2.61385,2.3961
2019-01-21,2.7869,2.61385,2.3961
2019-01-22,2.74005,2.588,2.39595
2019-01-23,2.7489,2.58705,2.402
2019-01-24,2.7148,2.56525,2.35955
2019-01-25,2.7576,2.6084,2.3783
2019-01-28,2.7467,2.59075,2.38585
2019-01-29,2.7089,2.5716,2.41755
2019-01-30,2.6766,2.50805,2.4174
2019-01-31,2.6319,2.4617,2.3916
2019-02-01,2.6833,2.505,2.3911
2019-02-04,2.7244,2.5374,2.3807
2019-02-05,2.7028,2.5263,2.415
2019-02-06,2.6991,2.5273,2.411
2019-02-07,2.6563,2.4825,2.40185
2019-02-08,2.633,2.46605,2.41675
2019-02-11,2.6527,2.48645,2.42685
2019-02-12,2.685,2.5028,2.4304
2019-02-13,2.7084,2.53565,2.42765
2019-02-14,2.6545,2.49455,2.42235
2019-02-15,2.6635,2.51715,2.42175
2019-02-15,2.6635,2.51715,2.42175
2019-02-19,2.6348,2.4903,2.42155
2019-02-20,2.6474,2.5006,2.4379
2019-02-21,2.6941,2.52865,2.44415
2019-02-22,2.65275,2.49635,2.44495
2019-02-25,2.6671,2.50885,2.4448
2019-02-26,2.6366,2.4829,2.45345
2019-02-27,2.6852,2.499,2.43795
2019-02-28,2.7159,2.51715,2.4339
2019-03-01,2.7576,2.55565,2.43215
2019-03-04,2.7232,2.54045,2.42685
2019-03-05,2.7178,2.5456,2.45345
2019-03-06,2.69245,2.5151,2.45585
2019-03-07,2.6402,2.4744,2.44805
2019-03-08,2.6294,2.46505,2.44365
2019-03-11,2.6402,2.47825,2.432
2019-03-12,2.5988,2.45055,2.44835
2019-03-13,2.624,2.46485,2.4405
2019-03-14,2.6294,2.4617,2.44035
2019-03-15,2.5898,2.44085,2.43725
2019-03-18,2.6042,2.45315,2.4371
2019-03-19,2.6168,2.4727,2.4586
2019-03-20,2.5236,2.39715,2.461
2019-03-21,2.5378,2.40835,2.46085
2019-03-22,2.4364,2.3166,2.44755
2019-03-25,2.4045,2.24885,2.44225
2019-03-26,2.4239,2.26925,2.45605
2019-03-27,2.3797,2.208,2.4251
2019-03-28,2.3902,2.2309,2.4198
2019-03-29,2.4059,2.264,2.38595
2019-04-01,2.5018,2.33465,2.37555
2019-04-02,2.4715,2.3014,2.4254
2019-04-03,2.5268,2.3399,2.42525
2019-04-04,2.5115,2.338,2.42255
2019-04-05,2.498,2.34235,2.4233
2019-04-08,2.5195,2.3587,2.41675
2019-04-09,2.5015,2.34765,2.41755
2019-04-10,2.464,2.3202,2.41485
2019-04-11,2.4979,2.35705,2.4198
2019-04-12,2.5606,2.3924,2.427
2019-04-15,2.5552,2.39155,2.40635
2019-04-16,2.5913,2.4134,2.42785
2019-04-17,2.5931,2.40225,2.43025
2019-04-18,2.5587,2.37815,2.41675
2019-04-18,2.5587,2.37815,2.41675
2019-04-22,2.5858,2.38555,2.42685
2019-04-23,2.5677,2.3618,2.4381
2019-04-24,2.5172,2.3178,2.41995
2019-04-25,2.5334,2.3309,2.41725
2019-04-26,2.4991,2.2841,2.41165
2019-04-29,2.5252,2.2932,2.41145
2019-04-30,2.5027,2.264,2.42015
2019-05-01,2.5008,2.3064,2.41225
2019-05-02,2.5441,2.3448,2.42235
2019-05-03,2.52865,2.33295,2.4219
2019-05-06,2.4989,2.3067,2.41405
2019-05-07,2.4468,2.28035,2.4227
2019-05-08,2.4844,2.29865,2.4251
2019-05-09,2.45115,2.26405,2.4198
2019-05-10,2.4716,2.2692,2.4193
2019-05-13,2.4024,2.18845,2.4012
2019-05-14,2.413,2.1975,2.40475
2019-05-15,2.3759,2.1626,2.39685
2019-05-16,2.39355,2.19325,2.38905
2019-05-17,2.3918,2.19915,2.38085
2019-05-20,2.41835,2.22175,2.37175
2019-05-21,2.42725,2.25685,2.38165
2019-05-22,2.3794,2.2258,2.36865
2019-05-23,2.32115,2.14915,2.3557
2019-05-24,2.32285,2.16725,2.33715
2019-05-24,2.32285,2.16725,2.33715
2019-05-28,2.26665,2.1265,2.3447
2019-05-29,2.26135,2.1079,2.35325
2019-05-30,2.2159,2.0659,2.36595
2019-05-31,2.13235,1.9231,2.3424
2019-06-03,2.07365,1.8377,2.32945
2019-06-04,2.12015,1.8784,2.35215
2019-06-05,2.13045,1.8519,2.34175
2019-06-06,2.12,1.8777,2.30815
2019-06-07,2.08355,1.8504,2.27175
2019-06-10,2.14835,1.9066,2.2716
2019-06-11,2.14395,1.92865,2.2611
2019-06-12,2.12135,1.88165,2.21485
2019-06-13,2.09185,1.8326,2.17375
2019-06-14,2.083,1.8436,2.17075
2019-06-17,2.08985,1.8687,2.186
2019-06-18,2.05695,1.86325,2.22105
2019-06-19,2.0276,1.7392,2.16435
2019-06-20,2.02235,1.7734,2.13085
2019-06-21,2.05825,1.76985,2.1061
2019-06-24,2.01685,1.7334,2.10725
2019-06-25,1.98755,1.7349,2.1324
2019-06-26,2.0494,1.774,2.14385
2019-06-27,2.01315,1.7459,2.1373
2019-06-28,2.00595,1.7549,2.09065
2019-07-01,2.03175,1.7902,2.1137
2019-07-02,1.97485,1.7623,2.20045
2019-07-03,1.95235,1.7626,2.20535
2019-07-03,1.95235,1.7626,2.20535
2019-07-05,2.03815,1.86535,2.2178
2019-07-08,2.0467,1.88595,2.23305
2019-07-09,2.0709,1.9168,2.2483
2019-07-10,2.0604,1.82665,2.1751
2019-07-11,2.1422,1.8666,2.1417
2019-07-12,2.1228,1.84305,2.1349
2019-07-15,2.08955,1.8341,2.12965
2019-07-16,2.1052,1.85285,2.15425
2019-07-17,2.0425,1.8101,2.12075
2019-07-18,2.02505,1.75385,2.02815
2019-07-19,2.05605,1.8234,2.0663
2019-07-22,2.04905,1.8144,2.07135
2019-07-23,2.0768,1.83635,2.08485
2019-07-24,2.04885,1.8199,2.09245
2019-07-25,2.0819,1.867,2.1026
2019-07-26,2.07295,1.8569,2.11635
2019-07-29,2.0624,1.8549,2.10215
2019-07-30,2.05885,1.8469,2.09
2019-07-31,2.0066,1.8661,2.0616
2019-08-01,1.9012,1.746,2.0769
2019-08-02,1.84255,1.7078,2.0535
2019-08-05,1.71675,1.5773,2.0046
2019-08-06,1.71495,1.5961,2.0382
2019-08-07,1.71985,1.5999,2.01505
2019-08-08,1.71805,1.6158,2.00725
2019-08-09,1.74295,1.64555,1.989
2019-08-12,1.63945,1.5766,1.97355
2019-08-13,1.70095,1.6696,2.00015
2019-08-14,1.58175,1.57915,1.94355
2019-08-15,1.5,1.47135,1.88185
2019-08-16,1.56145,1.48445,1.8636
2019-08-19,1.60715,1.55135,1.9007
2019-08-20,1.55125,1.50825,1.94625
2019-08-21,1.59015,1.57335,1.9718
2019-08-22,1.61225,1.61105,1.9858
2019-08-23,1.53255,1.52905,1.9637
2019-08-26,1.53755,1.54115,1.9815
2019-08-27,1.47355,1.5223,1.99255
2019-08-28,1.46685,1.499,1.9873
2019-08-29,1.4945,1.524,1.9872
2019-08-30,1.49855,1.508,1.9816
2019-08-30,1.49855,1.508,1.9816
2019-09-03,1.46155,1.453,1.9559
2019-09-04,1.46985,1.4349,1.95105
2019-09-05,1.56445,1.5331,1.9586
2019-09-06,1.55935,1.5382,1.9506
2019-09-09,1.64635,1.5938,1.9505
2019-09-10,1.74285,1.6872,1.95775
2019-09-11,1.7446,1.6752,1.95765
2019-09-12,1.7776,1.7233,1.95115
2019-09-13,1.9002,1.80195,1.95465
2019-09-16,1.8423,1.75625,1.9879
2019-09-17,1.80915,1.72995,1.97445
2019-09-18,1.79875,1.76205,1.93075
2019-09-19,1.78655,1.74185,1.92035
2019-09-20,1.72065,1.6851,1.90465
2019-09-23,1.7224,1.6812,1.89435
2019-09-24,1.6507,1.62565,1.9257
2019-09-25,1.7363,1.6795,1.88965
2019-09-26,1.69645,1.6585,1.8139
2019-09-27,1.68615,1.6355,1.78545
2019-09-30,1.66715,1.6247,1.8225
2019-10-01,1.63435,1.5409,1.8027
2019-10-02,1.60005,1.482,1.78475
2019-10-03,1.53325,1.3901,1.70285
2019-10-04,1.52815,1.4046,1.69495
2019-10-07,1.56395,1.4668,1.7102
2019-10-08,1.53145,1.4255,1.6923
2019-10-09,1.58625,1.4677,1.6858
2019-10-10,1.66895,1.54435,1.67935
2019-10-11,1.73335,1.59545,1.66875
2019-10-14,1.73335,1.59545,1.66875
2019-10-15,1.7701,1.6231,1.6623
2019-10-16,1.74385,1.58855,1.65885
2019-10-17,1.74915,1.59585,1.66905
2019-10-18,1.75185,1.5767,1.6663
2019-10-21,1.8019,1.6241,1.66365
2019-10-22,1.7668,1.59855,1.65385
2019-10-23,1.76685,1.5867,1.65375
2019-10-24,1.7704,1.58065,1.66395
2019-10-25,1.79865,1.6216,1.6663
2019-10-28,1.8446,1.6465,1.6342
2019-10-29,1.8358,1.6405,1.63145
2019-10-30,1.77415,1.6006,1.63135
2019-10-31,1.68665,1.5239,1.53425
2019-11-01,1.7129,1.552,1.51615
2019-11-04,1.7796,1.5872,1.5378
2019-11-05,1.8557,1.6215,1.55135
2019-11-06,1.8292,1.6116,1.5513
2019-11-07,1.9286,1.67835,1.55635
2019-11-08,1.94425,1.6793,1.5497
2019-11-11,1.94425,1.6793,1.5497
2019-11-12,1.92685,1.66125,1.56625
2019-11-13,1.89035,1.64515,1.5718
2019-11-14,1.82125,1.58935,1.5666
2019-11-15,1.83505,1.6132,1.56385
2019-11-18,1.81435,1.59905,1.5561
2019-11-19,1.78515,1.59915,1.5616
2019-11-20,1.7457,1.5808,1.56155
2019-11-21,1.77485,1.60765,1.56915
2019-11-22,1.76975,1.6246,1.58175
2019-11-25,1.75085,1.61025,1.58425
2019-11-26,1.74055,1.5879,1.59695
2019-11-27,1.76625,1.6239,1.5981
2019-11-27,1.76625,1.6239,1.5981
2019-11-29,1.77315,1.60985,1.57485
2019-12-02,1.8215,1.603,1.56715
2019-12-03,1.71655,1.541,1.5744
2019-12-04,1.77665,1.5771,1.5436
2019-12-05,1.8077,1.5913,1.5346
2019-12-06,1.8424,1.61795,1.5152
2019-12-09,1.8199,1.6171,1.5356
2019-12-10,1.84075,1.6527,1.55905
2019-12-11,1.79225,1.61435,1.56155
2019-12-12,1.8948,1.66225,1.5512
2019-12-13,1.82345,1.60575,1.5587
2019-12-16,1.87135,1.6294,1.5612
2019-12-17,1.874,1.62345,1.56675
2019-12-18,1.9213,1.6328,1.55895
2019-12-19,1.9213,1.6299,1.56275
2019-12-20,1.91795,1.6294,1.5664
2019-12-23,1.92675,1.6481,1.5612
2019-12-24,1.90225,1.626,1.5718
2019-12-24,1.90225,1.626,1.5718
2019-12-26,1.8935,1.632,1.5743
2019-12-27,1.8761,1.5842,1.55615
2019-12-30,1.8849,1.5692,1.53305
2019-12-31,1.91835,1.56805,1.54615
2019-12-31,1.91835,1.56805,1.54615
2020-01-02,1.87625,1.57,1.5282
2020-01-03,1.79245,1.5316,1.5113
2020-01-06,1.80815,1.54555,1.52795
2020-01-07,1.8099,1.5374,1.53595
2020-01-08,1.8729,1.5836,1.53335
2020-01-09,1.85365,1.57845,1.53075
2020-01-10,1.8187,1.5691,1.5331
2020-01-13,1.84675,1.5873,1.54585
2020-01-14,1.81175,1.56895,1.56415
2020-01-15,1.78555,1.5587,1.55385
2020-01-16,1.80825,1.5647,1.5461
2020-01-17,1.8241,1.56435,1.5561
2020-01-17,1.8241,1.56435,1.5561
2020-01-21,1.7734,1.53145,1.53555
2020-01-22,1.7682,1.52725,1.54615
2020-01-23,1.7299,1.51275,1.55125
2020-01-24,1.6848,1.49365,1.5254
2020-01-27,1.61235,1.44605,1.5407
2020-01-28,1.66055,1.4675,1.56675
2020-01-29,1.57965,1.4118,1.5513
2020-01-30,1.58985,1.41375,1.5615
2020-01-31,1.50425,1.31815,1.5485
2020-02-03,1.52465,1.356,1.5574
2020-02-04,1.6017,1.413,1.57185
2020-02-05,1.64825,1.4421,1.56155
2020-02-06,1.64305,1.4482,1.5615
2020-02-07,1.58085,1.4001,1.55615
2020-02-10,1.56195,1.384,1.55605
2020-02-11,1.60145,1.42445,1.57185
2020-02-12,1.63595,1.44475,1.5718
2020-02-13,1.6173,1.4448,1.5794
2020-02-14,1.58745,1.4289,1.574
2020-02-14,1.58745,1.4289,1.574
2020-02-18,1.55845,1.4126,1.5714
2020-02-19,1.56695,1.42495,1.5833
2020-02-20,1.51775,1.3902,1.5743
2020-02-21,1.4721,1.3533,1.55105
2020-02-24,1.36965,1.2486,1.53815
2020-02-25,1.35375,1.22785,1.53085
2020-02-26,1.33455,1.1627,1.5103
2020-02-27,1.27225,1.0704,1.42835
2020-02-28,1.1625,0.92885,1.28365
2020-03-02,1.15095,0.893,1.18515
2020-03-03,0.9982,0.69715,0.935
2020-03-04,1.0538,0.68865,0.71035
2020-03-05,0.916,0.59925,0.6135
2020-03-06,0.7725,0.50715,0.4593
2020-03-09,0.55695,0.4046,0.3536
2020-03-10,0.79745,0.54215,0.43005
2020-03-11,0.8751,0.51655,0.3969
2020-03-12,0.80975,0.4671,0.31795
2020-03-13,0.97805,0.5032,0.26705
2020-03-16,0.7355,0.36785,0.19835
2020-03-17,1.06615,0.4945,0.17035
2020-03-18,1.17835,0.5367,0.01015
2020-03-19,1.1527,0.4547,0.0178
2020-03-20,0.8813,0.3214,0.0089
2020-03-23,0.75865,0.3173,-0.01015
2020-03-24,0.8554,0.3785,-0.0025
2020-03-25,0.8656,0.33775,-0.0559
2020-03-26,0.8455,0.2966,-0.07115
2020-03-27,0.67385,0.24475,-0.0216
2020-03-30,0.72405,0.2271,0.03815
2020-03-31,0.66635,0.25045,0.08895
2020-04-01,0.60115,0.24145,0.05085
2020-04-02,0.6095,0.22555,0.06865
2020-04-03,0.59865,0.2249,0.0801
2020-04-06,0.6769,0.2662,0.08895
2020-04-07,0.7248,0.266,0.15005
2020-04-08,0.76985,0.254,0.1831
2020-04-09,0.727,0.2294,0.22885
2020-04-09,0.727,0.2294,0.22885
2020-04-13,0.7689,0.2472,0.21615
2020-04-14,0.7496,0.219,0.17795
2020-04-15,0.634,0.19985,0.14235
2020-04-16,0.6165,0.2086,0.1322
2020-04-17,0.64095,0.19985,0.11695
2020-04-20,0.61555,0.2037,0.08645
2020-04-21,0.56435,0.2004,0.10425
2020-04-22,0.6167,0.2143,0.1017
2020-04-23,0.6023,0.2201,0.10425
2020-04-24,0.60395,0.22145,0.11185
2020-04-27,0.6629,0.2233,0.10425
2020-04-28,0.6153,0.2141,0.0966
2020-04-29,0.6277,0.2033,0.0966
2020-04-30,0.6448,0.20045,0.0979
2020-05-01,0.6173,0.19685,0.1068
2020-05-04,0.6297,0.18315,0.10045
2020-05-05,0.6611,0.18915,0.11695
2020-05-06,0.7086,0.17935,0.1144
2020-05-07,0.6385,0.1378,0.1017
2020-05-08,0.6839,0.1598,0.1068
2020-05-11,0.70595,0.1758,0.11315
2020-05-12,0.6659,0.1658,0.12965
2020-05-13,0.6533,0.1639,0.122
2020-05-14,0.6161,0.148,0.1144
2020-05-15,0.6436,0.1501,0.10805
2020-05-18,0.7249,0.1803,0.1106
2020-05-19,0.6907,0.1662,0.1246
2020-05-20,0.6891,0.1673,0.12075
2020-05-21,0.6793,0.1663,0.1182
2020-05-22,0.6566,0.1686,0.11825
2020-05-22,0.6566,0.1686,0.11825
2020-05-26,0.69405,0.1727,0.12585
2020-05-27,0.6941,0.18285,0.14235
2020-05-28,0.69575,0.173,0.1449
2020-05-29,0.6518,0.1632,0.1386
2020-06-01,0.66645,0.15935,0.13475
2020-06-02,0.686,0.1653,0.1496
2020-06-03,0.745,0.19095,0.1496
2020-06-04,0.82425,0.19695,0.14705
2020-06-05,0.89265,0.20915,0.1496
2020-06-08,0.87765,0.2291,0.1623
2020-06-09,0.82285,0.2034,0.17035
2020-06-10,0.73535,0.1717,0.1678
2020-06-11,0.6649,0.1996,0.17165
2020-06-12,0.7092,0.1939,0.16525
2020-06-15,0.71905,0.192,0.16275
2020-06-16,0.74045,0.1961,0.16735
2020-06-17,0.73225,0.1942,0.17245
2020-06-18,0.706,0.1943,0.1496
2020-06-19,0.6929,0.1876,0.1496
2020-06-22,0.70935,0.1947,0.14705
2020-06-23,0.7143,0.18875,0.14705
2020-06-24,0.6782,0.18665,0.1445
2020-06-25,0.68145,0.18665,0.13945
2020-06-26,0.6389,0.16705,0.13815
2020-06-29,0.6258,0.1514,0.13055
2020-06-30,0.6569,0.1534,0.142
2020-07-01,0.675,0.16325,0.1369
2020-07-02,0.66845,0.1536,0.14075
2020-07-02,0.66845,0.1536,0.14075
2020-07-06,0.67585,0.1576,0.13945
2020-07-07,0.6389,0.1596,0.14745
2020-07-08,0.6652,0.16165,0.1424
2020-07-09,0.6127,0.1518,0.1284
2020-07-10,0.6414,0.1559,0.1284
2020-07-13,0.6176,0.1539,0.1322
2020-07-14,0.6242,0.158,0.13945
2020-07-15,0.63155,0.156,0.13185
2020-07-16,0.6176,0.146,0.11155
2020-07-17,0.6225,0.1421,0.1116
2020-07-20,0.6127,0.1482,0.11155
2020-07-21,0.60445,0.14215,0.1179
2020-07-22,0.59955,0.1523,0.11155
2020-07-23,0.5766,0.1523,0.1103
2020-07-24,0.5864,0.1484,0.10525
2020-07-27,0.6143,0.1525,0.09885
2020-07-28,0.57815,0.1416,0.10645
2020-07-29,0.5765,0.13185,0.09635
2020-07-30,0.54375,0.1201,0.09125
2020-07-31,0.53225,0.1083,0.09125
2020-08-03,0.5535,0.11225,0.08365
2020-08-04,0.511,0.10825,0.09535
2020-08-05,0.54855,0.1181,0.0966
2020-08-06,0.53705,0.1161,0.0915
2020-08-07,0.56485,0.128,0.09025
2020-08-10,0.57965,0.12995,0.0966
2020-08-11,0.64235,0.1519,0.1065
2020-08-12,0.67225,0.1599,0.10395
2020-08-13,0.7167,0.1639,0.09635
2020-08-14,0.70855,0.146,0.0925
2020-08-17,0.69065,0.1521,0.0913
2020-08-18,0.66955,0.1441,0.10395
2020-08-19,0.6842,0.1441,0.09635
2020-08-20,0.6517,0.1421,0.09125
2020-08-21,0.6355,0.14625,0.0925
2020-08-24,0.65335,0.15335,0.09
2020-08-25,0.6875,0.1524,0.09885
2020-08-26,0.68755,0.1514,0.09885
2020-08-27,0.75215,0.15925,0.1014
2020-08-28,0.7236,0.13185,0.0989
2020-08-31,0.7056,0.13185,0.1027
2020-09-01,0.6713,0.13185,0.10425
2020-09-02,0.6469,0.1338,0.10425
2020-09-03,0.63555,0.126,0.1042
2020-09-04,0.7205,0.1458,0.1093
2020-09-04,0.7205,0.1458,0.1093
2020-09-08,0.6812,0.14185,0.11185
2020-09-09,0.6976,0.14585,0.10905
2020-09-10,0.68125,0.1379,0.10905
2020-09-11,0.6682,0.128,0.10905
2020-09-14,0.67475,0.136,0.10395
2020-09-15,0.6797,0.14,0.10395
2020-09-16,0.6977,0.138,0.1065
2020-09-17,0.6879,0.138,0.09125
2020-09-18,0.69615,0.1401,0.0862
2020-09-21,0.6683,0.1381,0.08365
2020-09-22,0.66995,0.1361,0.0938
2020-09-23,0.6757,0.13965,0.09125
2020-09-24,0.66585,0.13575,0.09635
2020-09-25,0.65525,0.1299,0.09635
2020-09-28,0.6569,0.12795,0.0925
2020-09-29,0.65035,0.126,0.0941
2020-09-30,0.68485,0.1299,0.0915
2020-10-01,0.67825,0.12795,0.089
2020-10-02,0.703,0.1319,0.089
2020-10-05,0.77755,0.1477,0.0915
2020-10-06,0.7328,0.14575,0.0938
2020-10-07,0.78265,0.1517,0.0938
2020-10-08,0.7777,0.1478,0.0938
2020-10-09,0.77785,0.1559,0.0989
2020-10-09,0.77785,0.1559,0.0989
2020-10-13,0.72805,0.1399,0.0951
2020-10-14,0.7264,0.14,0.10395
2020-10-15,0.73805,0.142,0.0989
2020-10-16,0.7481,0.1461,0.0938
2020-10-19,0.77145,0.1461,0.09125
2020-10-20,0.78485,0.1462,0.09885
2020-10-21,0.82005,0.1482,0.0938
2020-10-22,0.86045,0.1543,0.0875
2020-10-23,0.84045,0.1544,0.09
2020-10-26,0.80185,0.1504,0.08365
2020-10-27,0.7701,0.1484,0.09405
2020-10-28,0.7735,0.14955,0.09405
2020-10-29,0.83055,0.1515,0.089
2020-10-30,0.87285,0.1554,0.09025
2020-11-02,0.851,0.1574,0.0864
2020-11-03,0.89505,0.16925,0.0938
2020-11-04,0.77045,0.1477,0.08875
2020-11-05,0.76545,0.1477,0.09255
2020-11-06,0.8193,0.1537,0.08875
2020-11-09,0.92265,0.1736,0.0925
2020-11-10,0.95865,0.1837,0.0938
2020-11-10,0.95865,0.1837,0.0938
2020-11-12,0.88235,0.1758,0.08875
2020-11-13,0.8971,0.1801,0.0875
2020-11-16,0.91025,0.1781,0.08115
2020-11-17,0.8611,0.17415,0.08365
2020-11-18,0.8693,0.17425,0.07605
2020-11-19,0.8415,0.1662,0.06335
2020-11-20,0.8235,0.15935,0.0659
2020-11-23,0.8578,0.1624,0.071
2020-11-24,0.884,0.16315,0.08385
2020-11-25,0.88075,0.1612,0.0864
2020-11-25,0.88075,0.1612,0.0864
2020-11-27,0.84055,0.1534,0.0788
2020-11-30,0.8414,0.1495,0.07375
2020-12-01,0.9285,0.16915,0.08365
2020-12-02,0.9368,0.16135,0.0786
2020-12-03,0.9104,0.1516,0.0786
2020-12-04,0.9717,0.1517,0.0786
2020-12-07,0.92695,0.1438,0.0748
2020-12-08,0.92035,0.1498,0.0735
2020-12-09,0.9369,0.1498,0.07355
2020-12-10,0.9055,0.1379,0.07225
2020-12-11,0.8956,0.12,0.071
2020-12-14,0.89725,0.118,0.0659
2020-12-15,0.9105,0.118,0.07355
2020-12-16,0.9188,0.118,0.07605
2020-12-17,0.93375,0.122,0.08365
2020-12-18,0.94375,0.122,0.08365
2020-12-21,0.9371,0.122,0.08365
2020-12-22,0.9205,0.1179,0.08365
2020-12-23,0.9438,0.11995,0.0862
2020-12-24,0.92555,0.12095,0.0837
2020-12-24,0.92555,0.12095,0.0837
2020-12-28,0.92225,0.12195,0.0862
2020-12-29,0.9389,0.12795,0.0938
2020-12-30,0.9256,0.124,0.0786
2020-12-31,0.91565,0.12205,0.07225
2020-12-31,0.91565,0.12205,0.07225
2021-01-04,0.91735,0.11615,0.06845
2021-01-05,0.95405,0.12205,0.08115
2021-01-06,1.03805,0.1378,0.08365
2021-01-07,1.08035,0.1398,0.08365
2021-01-08,1.11785,0.1359,0.08115
2021-01-11,1.14345,0.1479,0.08115
2021-01-12,1.1282,0.1459,0.08365
2021-01-13,1.09085,0.144,0.08365
2021-01-14,1.12835,0.144,0.0786
2021-01-15,1.08605,0.134,0.0799
2021-01-15,1.08605,0.134,0.0799
2021-01-19,1.09115,0.132,0.07605
2021-01-20,1.07595,0.128,0.0786
2021-01-21,1.10835,0.124,0.0748
2021-01-22,1.08465,0.124,0.07355
2021-01-25,1.03205,0.1199,0.071
2021-01-26,1.03215,0.12205,0.0735
2021-01-27,1.01185,0.11815,0.0659
2021-01-28,1.05085,0.1201,0.0583
2021-01-29,1.06975,0.1103,0.05325
2021-02-01,1.07825,0.1103,0.0507
2021-02-02,1.09375,0.11225,0.05325
2021-02-03,1.1374,0.1181,0.0431
2021-02-04,1.13495,0.1122,0.03295
2021-02-05,1.16785,0.1042,0.02665
2021-02-08,1.1748,0.11215,0.02915
2021-02-09,1.15935,0.1161,0.0368
2021-02-10,1.12335,0.1101,0.03805
2021-02-11,1.164,0.1081,0.0393
2021-02-12,1.20905,0.11,0.03805
2021-02-12,1.20905,0.11,0.03805
2021-02-16,1.30985,0.122,0.04055
2021-02-17,1.28125,0.1079,0.03805
2021-02-18,1.29645,0.1069,0.0317
2021-02-19,1.3389,0.1078,0.0279
2021-02-22,1.36785,0.1139,0.0279
2021-02-23,1.3424,0.10985,0.0304
2021-02-24,1.37135,0.124,0.03295
2021-02-25,1.52855,0.17595,0.0393
2021-02-26,1.40575,0.12695,0.03805
2021-03-01,1.42465,0.1201,0.03295
2021-03-02,1.39735,0.12205,0.03805
2021-03-03,1.48335,0.1417,0.03805
2021-03-04,1.5562,0.1457,0.03425
2021-03-05,1.5757,0.1398,0.03425
2021-03-08,1.60205,0.1636,0.03805
2021-03-09,1.5272,0.1617,0.03805
2021-03-10,1.52035,0.1538,0.0355
2021-03-11,1.53435,0.1419,0.03295
2021-03-12,1.6238,0.148,0.0279
2021-03-15,1.60555,0.152,0.01775
2021-03-16,1.62055,0.15,0.0152
2021-03-17,1.6453,0.136,0.0127
2021-03-18,1.7055,0.1551,0.0076
2021-03-19,1.729,0.1522,0.00505
2021-03-22,1.6937,0.15025,0.00505
2021-03-23,1.62145,0.14625,0.01775
2021-03-24,1.6128,0.14945,0.01775
2021-03-25,1.6323,0.1377,0.01775
2021-03-26,1.6733,0.13965,0.01775
2021-03-29,1.7161,0.1416,0.01265
2021-03-30,1.7082,0.1475,0.01775
2021-03-31,1.7431,0.16125,0.01775
2021-04-01,1.6726,0.16145,0.0152
2021-04-02,1.692,0.173,0.0152
2021-04-05,1.7065,0.1694,0.01775
