Date,BKK Leading Index,CFNAI,Equity Vol Measure,St Louis Stress Index
2017-03-01,-0.4197888658280986,0.08,0.6651,-0.37912
2017-04-01,-0.5515610170941883,0.49,0.35497,-0.379925
2017-05-01,-0.6517740383985471,-0.26,0.38684,-0.575425
2017-06-01,-0.7516689842780827,0.13,0.0,-0.6335200000000001
2017-07-01,-0.9302304373393973,-0.01,0.2208,-0.659675
2017-08-01,-1.1076228350359385,-0.31,0.47176,-0.509275
2017-09-01,-1.1730494441411252,0.17,0.17242,-0.61198
2017-10-01,-1.1993050679475226,0.65,0.08946,-0.7332
2017-11-01,-1.2665818558562714,0.15,0.61453,-0.73925
2017-12-01,-1.3476265429041134,0.27,0.81821,-0.66536
2018-01-01,-1.4172268480590184,0.12,0.36036,-0.6696249999999999
2018-02-01,-1.3422423717676355,0.88,0.49085,-0.259325
2018-03-01,-1.3236135773281967,0.1,0.0,0.06454
2018-04-01,-1.284032395894865,0.34,0.52005,0.08410000000000001
2018-05-01,-1.2223197225826294,-0.15,0.38271,-0.19372499999999998
2018-06-01,-1.1027481651319069,0.43,0.79303,-0.20956000000000002
2018-07-01,-0.9821191815219728,0.13,0.5877,-0.419975
2018-08-01,-0.7764614753469172,0.18,0.338,-0.55174
2018-09-01,-0.5812883156675296,0.17,0.46224,-0.737075
2018-10-01,-0.3417702940731215,0.24,1.06977,-0.494325
2018-11-01,-0.078329601041491,0.22,1.52087,-0.1738
2018-12-01,0.1794989284210688,0.27,1.9621,0.39485000000000003
2019-01-01,0.5500753610930074,-0.43,1.33096,-0.05254999999999999
2019-02-01,0.792961813921031,-0.29,0.1254,-0.339975
2019-03-01,1.0063330147724845,-0.15,0.88387,-0.51384
2019-04-01,1.0674000909610704,-0.45,1.088,-0.694225
2019-05-01,1.0542585526299388,-0.05,0.75587,-0.42596
2019-06-01,0.9878096063697158,-0.02,1.10714,-0.34185
2019-07-01,0.879544136305251,-0.36,1.36189,-0.47055
2019-08-01,0.7370066040703179,0.1,3.95173,-0.007699999999999993
2019-09-01,0.3662876747409584,-0.45,0.58535,-0.13992500000000002
2019-10-01,-0.056280967607997,-0.71,1.38185,0.0416
2019-11-01,-0.6235763534008991,0.56,1.50018,-0.11888000000000001
2019-12-01,-1.299164051571271,-0.35,2.04638,-0.24275000000000002
2020-01-01,-1.958295979562673,-0.25,0.52741,-0.34192
2020-02-01,-2.5444597141076577,0.16,0.66969,-0.22165
2020-03-01,-3.427760534948677,-4.19,1.63731,3.9011750000000003
2020-04-01,-4.243476987162463,-16.74,0.35154,2.4898
2020-05-01,-1.960737692963495,2.61,0.20901,0.72516
2020-06-01,-0.6938721898646353,4.11,0.18618,0.272
2020-07-01,-0.0239045192092539,1.18,0.15555,0.04615999999999999
2020-08-01,0.4194728001932185,0.79,0.16303,-0.21325
2020-09-01,0.5027815498739802,0.27,0.30779,0.0002750000000000044
2020-10-01,0.3473808043576777,0.83,0.3439,-0.01372
2020-11-01,0.0280942252907822,0.27,0.45887,-0.28565
2020-12-01,-0.2027650363643453,0.52,0.50881,-0.422725
2021-01-01,-0.3922237083540863,0.66,0.0,-0.46227999999999997
2021-02-01,-0.616343894112798,-1.09,0.0,-0.6197
2021-03-01,-0.3968651476060686,1.71,0.0,-0.530675
2021-04-01,-0.6458980195646077,0.24,0.16128,-0.7725
2021-05-01,-0.7111031082907262,0.29,0.46012,-0.7775000000000001
2021-06-01,-0.7435874133563629,0.09,0.0,-0.812125
2021-07-01,-0.7744836477206375,0.53,0.12134,-0.74562
2021-08-01,-0.8724917252194487,0.29,0.51687,-0.73915
2021-09-01,-0.9720200917217356,-0.13,0.0,-0.68185
2021-10-01,-1.0735317028317464,0.76,0.0,-0.75186
2021-11-01,-1.21483980111809,0.37,0.0,-0.6713
2021-12-01,-1.4305316927174323,-0.15,0.0,-0.55718
2022-01-01,-1.6517267537323237,0.69,0.0,-0.504625
2022-02-01,-1.5701415045253788,0.51,0.0,-0.339075
2022-03-01,-1.4867737832387256,0.44,0.53604,-0.14359999999999998
2022-04-01,-1.3120861877955103,0.47,0.0,-0.29037999999999997
2022-05-01,-1.2276835900757408,0.01,0.0,0.309975
2022-06-01,-1.0100655948289652,-0.19,0.66283,0.013450000000000004
2022-07-01,-0.5839832323862301,0.27,0.79661,0.10186000000000002
2022-08-01,-0.235571832602384,0.0,0.21756,-0.385125
2022-09-01,0.0590890723055761,0.1,0.36655,-0.07769999999999998
2022-10-01,0.3653650926621579,-0.05,0.2898,-0.023575000000000006
2022-11-01,0.6598565707027402,-0.51,0.54907,-0.30345
2022-12-01,0.963354304422298,-0.49,0.0,-0.0163
2023-01-01,1.2743190006038725,0.23,1.05738,-0.377
2023-02-01,1.503876544091904,-0.19,0.0,-0.480275
2023-03-01,1.621527111135146,-0.19,0.1677,0.09972000000000002
2023-04-01,1.6967534834287847,0.07,0.15942,-0.39022499999999993
2023-05-01,1.6929957075995294,-0.15,0.16999,-0.41285
2023-06-01,1.6003324374176422,-0.32,0.19217,-0.6159399999999999
2023-07-01,1.4719707319641746,0.12,0.34819,-0.7368
2023-08-01,1.3486647437324175,-0.16,0.0,-0.67655
2023-09-01,1.3265753174675723,0.02,0.3764,-0.6721
2023-10-01,1.332209888083176,-0.49,0.0,-0.418725
2023-11-01,1.404350632102479,0.03,0.0,-0.6711750000000001
2023-12-01,1.4402577670101715,-0.15,0.0,-0.49334
2024-01-01,1.3954331812879728,-0.3,0.53117,-0.72705
2024-02-01,1.3953747115132644,0.05,0.0,-0.66905
2024-03-01,1.3133343767570131,0.15,0.0,-0.87454
2024-04-01,1.3193373817553409,-0.23,0.0,-0.72965
2024-05-01,1.2932695555948448,0.18,0.0,-0.8943999999999999
2024-06-01,1.196716500304749,0.05,0.0,-0.84025
2024-07-01,1.134123074476454,-0.34,0.0,-0.733
2024-08-01,0.9766838174303824,0.12,0.31524,-0.50322
2024-09-01,0.7521211482266318,-0.28,0.0,-0.3515
2024-10-01,0.5653408538503026,-0.4,0.0,-0.5342
2024-11-01,0.3453559415019491,-0.12,0.19479,-0.57756
2024-12-01,0.146273759147301,0.15,0.0,-0.56305
2025-01-01,-0.1351835221226846,-0.03,0.18497,-0.8032
2025-02-01,-0.288261602316025,0.18,0.0,-0.7101999999999999
2025-03-01,-0.2631352721612954,-0.03,1.05229,-0.467075
