tic,datadate,gvkeyx,conm,prccd
HEA.I,2022-06-29,129021,SP500 Health Care .S,1499.32456500
HEA.I,2022-06-30,129021,SP500 Health Care .S,1494.31357200
HEA.I,2022-07-01,129021,SP500 Health Care .S,1512.47301700
HEA.I,2022-07-05,129021,SP500 Health Care .S,1503.56488600
HEA.I,2022-07-06,129021,SP500 Health Care .S,1513.46335900
HEA.I,2022-07-07,129021,SP500 Health Care .S,1520.48862700
HEA.I,2022-07-08,129021,SP500 Health Care .S,1524.54114900
HEA.I,2022-07-11,129021,SP500 Health Care .S,1521.00748400
HEA.I,2022-07-12,129021,SP500 Health Care .S,1500.82460200
HEA.I,2022-07-13,129021,SP500 Health Care .S,1486.75056000
HEA.I,2022-07-14,129021,SP500 Health Care .S,1481.27134500
HEA.I,2022-07-15,129021,SP500 Health Care .S,1517.51097100
HEA.I,2022-07-18,129021,SP500 Health Care .S,1484.89493400
HEA.I,2022-07-19,129021,SP500 Health Care .S,1511.67729500
HEA.I,2022-07-20,129021,SP500 Health Care .S,1495.66965900
HEA.I,2022-07-21,129021,SP500 Health Care .S,1518.19309100
HEA.I,2022-07-22,129021,SP500 Health Care .S,1512.33873500
HEA.I,2022-07-25,129021,SP500 Health Care .S,1520.65371700
HEA.I,2022-07-26,129021,SP500 Health Care .S,1529.00935900
HEA.I,2022-07-27,129021,SP500 Health Care .S,1538.90827600
HEA.I,2022-07-28,129021,SP500 Health Care .S,1547.31629800
HEA.I,2022-07-29,129021,SP500 Health Care .S,1541.87669700
HEA.I,2022-08-01,129021,SP500 Health Care .S,1530.65129400
HEA.I,2022-08-02,129021,SP500 Health Care .S,1524.98684200
HEA.I,2022-08-03,129021,SP500 Health Care .S,1539.07684500
HEA.I,2022-08-04,129021,SP500 Health Care .S,1531.47808200
HEA.I,2022-08-05,129021,SP500 Health Care .S,1531.03033100
HEA.I,2022-08-08,129021,SP500 Health Care .S,1534.48317000
HEA.I,2022-08-09,129021,SP500 Health Care .S,1529.96109100
HEA.I,2022-08-10,129021,SP500 Health Care .S,1547.07803400
HEA.I,2022-08-11,129021,SP500 Health Care .S,1536.03444400
HEA.I,2022-08-12,129021,SP500 Health Care .S,1556.18106600
HEA.I,2022-08-15,129021,SP500 Health Care .S,1563.78616900
HEA.I,2022-08-16,129021,SP500 Health Care .S,1559.63643000
HEA.I,2022-08-17,129021,SP500 Health Care .S,1549.82178100
HEA.I,2022-08-18,129021,SP500 Health Care .S,1543.10377600
HEA.I,2022-08-19,129021,SP500 Health Care .S,1547.33873400
HEA.I,2022-08-22,129021,SP500 Health Care .S,1525.94565200
HEA.I,2022-08-23,129021,SP500 Health Care .S,1504.74006100
HEA.I,2022-08-24,129021,SP500 Health Care .S,1506.51164400
HEA.I,2022-08-25,129021,SP500 Health Care .S,1523.11349500
HEA.I,2022-08-26,129021,SP500 Health Care .S,1480.50666000
HEA.I,2022-08-29,129021,SP500 Health Care .S,1470.06978800
HEA.I,2022-08-30,129021,SP500 Health Care .S,1460.37216500
HEA.I,2022-08-31,129021,SP500 Health Care .S,1451.15651600
HEA.I,2022-09-01,129021,SP500 Health Care .S,1475.11937700
HEA.I,2022-09-02,129021,SP500 Health Care .S,1453.93512000
HEA.I,2022-09-06,129021,SP500 Health Care .S,1454.24189800
HEA.I,2022-09-07,129021,SP500 Health Care .S,1478.50480400
HEA.I,2022-09-08,129021,SP500 Health Care .S,1504.71959400
HEA.I,2022-09-09,129021,SP500 Health Care .S,1517.20406100
HEA.I,2022-09-12,129021,SP500 Health Care .S,1526.97891700
HEA.I,2022-09-13,129021,SP500 Health Care .S,1477.00204800
HEA.I,2022-09-14,129021,SP500 Health Care .S,1477.10138500
HEA.I,2022-09-15,129021,SP500 Health Care .S,1485.15914800
HEA.I,2022-09-16,129021,SP500 Health Care .S,1481.13954600
HEA.I,2022-09-19,129021,SP500 Health Care .S,1473.10626500
HEA.I,2022-09-20,129021,SP500 Health Care .S,1456.05315500
HEA.I,2022-09-21,129021,SP500 Health Care .S,1431.50316100
HEA.I,2022-09-22,129021,SP500 Health Care .S,1438.87476600
HEA.I,2022-09-23,129021,SP500 Health Care .S,1431.14920600
HEA.I,2022-09-26,129021,SP500 Health Care .S,1416.72109000
HEA.I,2022-09-27,129021,SP500 Health Care .S,1413.67514400
HEA.I,2022-09-28,129021,SP500 Health Care .S,1444.73407100
HEA.I,2022-09-29,129021,SP500 Health Care .S,1431.44696100
HEA.I,2022-09-30,129021,SP500 Health Care .S,1411.35666100
HEA.I,2022-10-03,129021,SP500 Health Care .S,1441.49237600
HEA.I,2022-10-04,129021,SP500 Health Care .S,1475.05559700
HEA.I,2022-10-05,129021,SP500 Health Care .S,1479.94467800
HEA.I,2022-10-06,129021,SP500 Health Care .S,1460.69094200
HEA.I,2022-10-07,129021,SP500 Health Care .S,1429.72473300
HEA.I,2022-10-10,129021,SP500 Health Care .S,1420.46450700
HEA.I,2022-10-11,129021,SP500 Health Care .S,1428.75513500
HEA.I,2022-10-12,129021,SP500 Health Care .S,1421.19309900
HEA.I,2022-10-13,129021,SP500 Health Care .S,1453.25714200
HEA.I,2022-10-14,129021,SP500 Health Care .S,1441.14863500
HEA.I,2022-10-17,129021,SP500 Health Care .S,1466.17732600
HEA.I,2022-10-18,129021,SP500 Health Care .S,1474.47591100
HEA.I,2022-10-19,129021,SP500 Health Care .S,1454.08396600
HEA.I,2022-10-20,129021,SP500 Health Care .S,1442.24999700
HEA.I,2022-10-21,129021,SP500 Health Care .S,1474.11052400
HEA.I,2022-10-24,129021,SP500 Health Care .S,1502.27810700
HEA.I,2022-10-25,129021,SP500 Health Care .S,1514.02755900
HEA.I,2022-10-26,129021,SP500 Health Care .S,1530.98556100
HEA.I,2022-10-27,129021,SP500 Health Care .S,1522.17611200
HEA.I,2022-10-28,129021,SP500 Health Care .S,1547.84696100
HEA.I,2022-10-31,129021,SP500 Health Care .S,1546.64383100
HEA.I,2022-11-01,129021,SP500 Health Care .S,1547.56877200
HEA.I,2022-11-02,129021,SP500 Health Care .S,1521.36597400
HEA.I,2022-11-03,129021,SP500 Health Care .S,1514.71818500
HEA.I,2022-11-04,129021,SP500 Health Care .S,1523.28937900
HEA.I,2022-11-07,129021,SP500 Health Care .S,1539.41087700
HEA.I,2022-11-08,129021,SP500 Health Care .S,1547.15478500
HEA.I,2022-11-09,129021,SP500 Health Care .S,1530.83698200
HEA.I,2022-11-10,129021,SP500 Health Care .S,1570.50116400
HEA.I,2022-11-11,129021,SP500 Health Care .S,1550.39809500
HEA.I,2022-11-14,129021,SP500 Health Care .S,1550.93458300
HEA.I,2022-11-15,129021,SP500 Health Care .S,1549.84996000
HEA.I,2022-11-16,129021,SP500 Health Care .S,1547.86243400
HEA.I,2022-11-17,129021,SP500 Health Care .S,1547.20654600
HEA.I,2022-11-18,129021,SP500 Health Care .S,1565.76990100
HEA.I,2022-11-21,129021,SP500 Health Care .S,1566.48398100
HEA.I,2022-11-22,129021,SP500 Health Care .S,1580.32499200
HEA.I,2022-11-23,129021,SP500 Health Care .S,1585.76252400
HEA.I,2022-11-25,129021,SP500 Health Care .S,1595.63213000
HEA.I,2022-11-28,129021,SP500 Health Care .S,1583.67019800
HEA.I,2022-11-29,129021,SP500 Health Care .S,1579.98835700
HEA.I,2022-11-30,129021,SP500 Health Care .S,1618.68466300
HEA.I,2022-12-01,129021,SP500 Health Care .S,1622.55708400
HEA.I,2022-12-02,129021,SP500 Health Care .S,1626.18138300
HEA.I,2022-12-05,129021,SP500 Health Care .S,1610.10683300
HEA.I,2022-12-06,129021,SP500 Health Care .S,1598.12591000
HEA.I,2022-12-07,129021,SP500 Health Care .S,1611.66592300
HEA.I,2022-12-08,129021,SP500 Health Care .S,1626.06606000
HEA.I,2022-12-09,129021,SP500 Health Care .S,1605.19580200
HEA.I,2022-12-12,129021,SP500 Health Care .S,1621.84968300
HEA.I,2022-12-13,129021,SP500 Health Care .S,1626.30194000
HEA.I,2022-12-14,129021,SP500 Health Care .S,1628.64972300
HEA.I,2022-12-15,129021,SP500 Health Care .S,1598.35071100
HEA.I,2022-12-16,129021,SP500 Health Care .S,1575.83501600
HEA.I,2022-12-19,129021,SP500 Health Care .S,1570.16363400
HEA.I,2022-12-20,129021,SP500 Health Care .S,1569.23562400
HEA.I,2022-12-21,129021,SP500 Health Care .S,1589.73059700
HEA.I,2022-12-22,129021,SP500 Health Care .S,1587.21891400
HEA.I,2022-12-23,129021,SP500 Health Care .S,1588.53196300
HEA.I,2022-12-27,129021,SP500 Health Care .S,1584.31303900
HEA.I,2022-12-28,129021,SP500 Health Care .S,1574.22726000
HEA.I,2022-12-29,129021,SP500 Health Care .S,1590.70418000
HEA.I,2022-12-30,129021,SP500 Health Care .S,1585.53591000
HEA.I,2023-01-03,129021,SP500 Health Care .S,1580.96956700
HEA.I,2023-01-04,129021,SP500 Health Care .S,1584.90985300
HEA.I,2023-01-05,129021,SP500 Health Care .S,1568.57160400
HEA.I,2023-01-06,129021,SP500 Health Care .S,1582.50574100
HEA.I,2023-01-09,129021,SP500 Health Care .S,1556.25062400
HEA.I,2023-01-10,129021,SP500 Health Care .S,1569.23719800
HEA.I,2023-01-11,129021,SP500 Health Care .S,1578.25781000
HEA.I,2023-01-12,129021,SP500 Health Care .S,1572.10134800
HEA.I,2023-01-13,129021,SP500 Health Care .S,1579.53186900
HEA.I,2023-01-17,129021,SP500 Health Care .S,1571.65071200
HEA.I,2023-01-18,129021,SP500 Health Care .S,1549.37041600
HEA.I,2023-01-19,129021,SP500 Health Care .S,1552.99092600
HEA.I,2023-01-20,129021,SP500 Health Care .S,1561.79219400
HEA.I,2023-01-23,129021,SP500 Health Care .S,1566.24083300
HEA.I,2023-01-24,129021,SP500 Health Care .S,1556.11679600
HEA.I,2023-01-25,129021,SP500 Health Care .S,1556.27547000
HEA.I,2023-01-26,129021,SP500 Health Care .S,1558.72304300
HEA.I,2023-01-27,129021,SP500 Health Care .S,1547.92378900
HEA.I,2023-01-30,129021,SP500 Health Care .S,1533.56811100
HEA.I,2023-01-31,129021,SP500 Health Care .S,1553.42570200
HEA.I,2023-02-01,129021,SP500 Health Care .S,1560.93549700
HEA.I,2023-02-02,129021,SP500 Health Care .S,1550.32947100
HEA.I,2023-02-03,129021,SP500 Health Care .S,1546.32044900
HEA.I,2023-02-06,129021,SP500 Health Care .S,1537.09726000
HEA.I,2023-02-07,129021,SP500 Health Care .S,1547.00201500
HEA.I,2023-02-08,129021,SP500 Health Care .S,1542.24115000
HEA.I,2023-02-09,129021,SP500 Health Care .S,1528.98282600
HEA.I,2023-02-10,129021,SP500 Health Care .S,1543.29476100
HEA.I,2023-02-13,129021,SP500 Health Care .S,1556.09620000
HEA.I,2023-02-14,129021,SP500 Health Care .S,1546.70626700
HEA.I,2023-02-15,129021,SP500 Health Care .S,1538.76953400
HEA.I,2023-02-16,129021,SP500 Health Care .S,1523.10998300
HEA.I,2023-02-17,129021,SP500 Health Care .S,1536.74013200
HEA.I,2023-02-21,129021,SP500 Health Care .S,1515.76666000
HEA.I,2023-02-22,129021,SP500 Health Care .S,1510.83234400
HEA.I,2023-02-23,129021,SP500 Health Care .S,1514.86456200
HEA.I,2023-02-24,129021,SP500 Health Care .S,1495.63945600
HEA.I,2023-02-27,129021,SP500 Health Care .S,1491.02302800
HEA.I,2023-02-28,129021,SP500 Health Care .S,1480.17791200
HEA.I,2023-03-01,129021,SP500 Health Care .S,1477.48918100
HEA.I,2023-03-02,129021,SP500 Health Care .S,1486.04462400
HEA.I,2023-03-03,129021,SP500 Health Care .S,1503.31641700
HEA.I,2023-03-06,129021,SP500 Health Care .S,1502.38773500
HEA.I,2023-03-07,129021,SP500 Health Care .S,1478.09652600
HEA.I,2023-03-08,129021,SP500 Health Care .S,1469.80957300
HEA.I,2023-03-09,129021,SP500 Health Care .S,1454.62717700
HEA.I,2023-03-10,129021,SP500 Health Care .S,1443.90887000
HEA.I,2023-03-13,129021,SP500 Health Care .S,1457.14283900
HEA.I,2023-03-14,129021,SP500 Health Care .S,1470.01498000
HEA.I,2023-03-15,129021,SP500 Health Care .S,1467.49143100
HEA.I,2023-03-16,129021,SP500 Health Care .S,1481.54272600
HEA.I,2023-03-17,129021,SP500 Health Care .S,1462.81093800
HEA.I,2023-03-20,129021,SP500 Health Care .S,1481.55080700
HEA.I,2023-03-21,129021,SP500 Health Care .S,1490.34284000
HEA.I,2023-03-22,129021,SP500 Health Care .S,1468.05277900
HEA.I,2023-03-23,129021,SP500 Health Care .S,1465.44544100
HEA.I,2023-03-24,129021,SP500 Health Care .S,1484.64610500
HEA.I,2023-03-27,129021,SP500 Health Care .S,1490.70994300
HEA.I,2023-03-28,129021,SP500 Health Care .S,1482.26451200
HEA.I,2023-03-29,129021,SP500 Health Care .S,1485.81113000
HEA.I,2023-03-30,129021,SP500 Health Care .S,1493.95539700
HEA.I,2023-03-31,129021,SP500 Health Care .S,1510.73137300
HEA.I,2023-04-03,129021,SP500 Health Care .S,1527.03509600
HEA.I,2023-04-04,129021,SP500 Health Care .S,1527.39603500
HEA.I,2023-04-05,129021,SP500 Health Care .S,1553.82768500
HEA.I,2023-04-06,129021,SP500 Health Care .S,1557.33034700
HEA.I,2023-04-10,129021,SP500 Health Care .S,1556.74892300
HEA.I,2023-04-11,129021,SP500 Health Care .S,1561.36031800
HEA.I,2023-04-12,129021,SP500 Health Care .S,1561.60152200
HEA.I,2023-04-13,129021,SP500 Health Care .S,1580.81370200
HEA.I,2023-04-14,129021,SP500 Health Care .S,1568.37655400
HEA.I,2023-04-17,129021,SP500 Health Care .S,1566.76287200
HEA.I,2023-04-18,129021,SP500 Health Care .S,1556.50273600
HEA.I,2023-04-19,129021,SP500 Health Care .S,1560.91584800
HEA.I,2023-04-20,129021,SP500 Health Care .S,1554.14662700
HEA.I,2023-04-21,129021,SP500 Health Care .S,1564.68437600
HEA.I,2023-04-24,129021,SP500 Health Care .S,1573.40732300
HEA.I,2023-04-25,129021,SP500 Health Care .S,1556.85840700
HEA.I,2023-04-26,129021,SP500 Health Care .S,1534.95664000
HEA.I,2023-04-27,129021,SP500 Health Care .S,1542.79633700
HEA.I,2023-04-28,129021,SP500 Health Care .S,1555.39007800
HEA.I,2023-05-01,129021,SP500 Health Care .S,1564.51319800
HEA.I,2023-05-02,129021,SP500 Health Care .S,1556.88403000
HEA.I,2023-05-03,129021,SP500 Health Care .S,1555.15432900
HEA.I,2023-05-04,129021,SP500 Health Care .S,1542.58415100
HEA.I,2023-05-05,129021,SP500 Health Care .S,1556.81219300
HEA.I,2023-05-08,129021,SP500 Health Care .S,1553.41134600
HEA.I,2023-05-09,129021,SP500 Health Care .S,1542.68364600
HEA.I,2023-05-10,129021,SP500 Health Care .S,1546.85683200
HEA.I,2023-05-11,129021,SP500 Health Care .S,1541.66516400
HEA.I,2023-05-12,129021,SP500 Health Care .S,1538.81506900
HEA.I,2023-05-15,129021,SP500 Health Care .S,1536.29852400
HEA.I,2023-05-16,129021,SP500 Health Care .S,1523.75837800
HEA.I,2023-05-17,129021,SP500 Health Care .S,1525.23682300
HEA.I,2023-05-18,129021,SP500 Health Care .S,1521.52542000
HEA.I,2023-05-19,129021,SP500 Health Care .S,1528.46776100
HEA.I,2023-05-22,129021,SP500 Health Care .S,1529.13004500
HEA.I,2023-05-23,129021,SP500 Health Care .S,1511.87116300
HEA.I,2023-05-24,129021,SP500 Health Care .S,1501.90648900
HEA.I,2023-05-25,129021,SP500 Health Care .S,1486.30392800
HEA.I,2023-05-26,129021,SP500 Health Care .S,1483.73324700
HEA.I,2023-05-30,129021,SP500 Health Care .S,1473.77937400
HEA.I,2023-05-31,129021,SP500 Health Care .S,1486.28485600
HEA.I,2023-06-01,129021,SP500 Health Care .S,1496.24712200
HEA.I,2023-06-02,129021,SP500 Health Care .S,1516.21545900
HEA.I,2023-06-05,129021,SP500 Health Care .S,1522.03854800
HEA.I,2023-06-06,129021,SP500 Health Care .S,1508.66996000
HEA.I,2023-06-07,129021,SP500 Health Care .S,1502.41308600
HEA.I,2023-06-08,129021,SP500 Health Care .S,1512.14197800
HEA.I,2023-06-09,129021,SP500 Health Care .S,1515.05127700
HEA.I,2023-06-12,129021,SP500 Health Care .S,1521.99549300
HEA.I,2023-06-13,129021,SP500 Health Care .S,1530.04842800
HEA.I,2023-06-14,129021,SP500 Health Care .S,1512.90632800
HEA.I,2023-06-15,129021,SP500 Health Care .S,1536.36220200
HEA.I,2023-06-16,129021,SP500 Health Care .S,1536.25016400
HEA.I,2023-06-20,129021,SP500 Health Care .S,1533.99029200
HEA.I,2023-06-21,129021,SP500 Health Care .S,1534.93671700
HEA.I,2023-06-22,129021,SP500 Health Care .S,1544.88358600
HEA.I,2023-06-23,129021,SP500 Health Care .S,1539.92140500
HEA.I,2023-06-26,129021,SP500 Health Care .S,1530.70211500
HEA.I,2023-06-27,129021,SP500 Health Care .S,1527.64244600
HEA.I,2023-06-28,129021,SP500 Health Care .S,1522.25650900
HEA.I,2023-06-29,129021,SP500 Health Care .S,1532.09430100
HEA.I,2023-06-30,129021,SP500 Health Care .S,1548.62131600
HEA.I,2023-07-03,129021,SP500 Health Care .S,1535.94586100
HEA.I,2023-07-05,129021,SP500 Health Care .S,1535.15986600
HEA.I,2023-07-06,129021,SP500 Health Care .S,1521.86261800
HEA.I,2023-07-07,129021,SP500 Health Care .S,1504.13614800
HEA.I,2023-07-10,129021,SP500 Health Care .S,1516.28805600
HEA.I,2023-07-11,129021,SP500 Health Care .S,1516.35054000
HEA.I,2023-07-12,129021,SP500 Health Care .S,1512.18054800
HEA.I,2023-07-13,129021,SP500 Health Care .S,1511.97155100
HEA.I,2023-07-14,129021,SP500 Health Care .S,1534.69135400
HEA.I,2023-07-17,129021,SP500 Health Care .S,1528.04625400
HEA.I,2023-07-18,129021,SP500 Health Care .S,1538.74505600
HEA.I,2023-07-19,129021,SP500 Health Care .S,1546.35754000
HEA.I,2023-07-20,129021,SP500 Health Care .S,1571.84514600
HEA.I,2023-07-21,129021,SP500 Health Care .S,1587.77131200
HEA.I,2023-07-24,129021,SP500 Health Care .S,1584.07636000
HEA.I,2023-07-25,129021,SP500 Health Care .S,1583.09148800
HEA.I,2023-07-26,129021,SP500 Health Care .S,1581.84487700
HEA.I,2023-07-27,129021,SP500 Health Care .S,1569.73134600
HEA.I,2023-07-28,129021,SP500 Health Care .S,1574.34592900
HEA.I,2023-07-31,129021,SP500 Health Care .S,1561.85060400
HEA.I,2023-08-01,129021,SP500 Health Care .S,1553.85164300
HEA.I,2023-08-02,129021,SP500 Health Care .S,1554.75179500
HEA.I,2023-08-03,129021,SP500 Health Care .S,1547.01785000
HEA.I,2023-08-04,129021,SP500 Health Care .S,1541.38895100
HEA.I,2023-08-07,129021,SP500 Health Care .S,1559.62761100
HEA.I,2023-08-08,129021,SP500 Health Care .S,1571.84659800
HEA.I,2023-08-09,129021,SP500 Health Care .S,1571.00201800
HEA.I,2023-08-10,129021,SP500 Health Care .S,1570.31771900
HEA.I,2023-08-11,129021,SP500 Health Care .S,1579.26076400
HEA.I,2023-08-14,129021,SP500 Health Care .S,1584.45900900
HEA.I,2023-08-15,129021,SP500 Health Care .S,1578.76686000
HEA.I,2023-08-16,129021,SP500 Health Care .S,1566.51139300
HEA.I,2023-08-17,129021,SP500 Health Care .S,1554.53342400
HEA.I,2023-08-18,129021,SP500 Health Care .S,1554.38791500
HEA.I,2023-08-21,129021,SP500 Health Care .S,1555.86411600
HEA.I,2023-08-22,129021,SP500 Health Care .S,1550.13244400
HEA.I,2023-08-23,129021,SP500 Health Care .S,1554.70020400
HEA.I,2023-08-24,129021,SP500 Health Care .S,1542.81518200
HEA.I,2023-08-25,129021,SP500 Health Care .S,1552.13651900
HEA.I,2023-08-28,129021,SP500 Health Care .S,1555.76036300
HEA.I,2023-08-29,129021,SP500 Health Care .S,1568.67385300
HEA.I,2023-08-30,129021,SP500 Health Care .S,1568.20874700
HEA.I,2023-08-31,129021,SP500 Health Care .S,1549.30971100
HEA.I,2023-09-01,129021,SP500 Health Care .S,1552.94616100
HEA.I,2023-09-05,129021,SP500 Health Care .S,1538.27726400
HEA.I,2023-09-06,129021,SP500 Health Care .S,1528.92952400
HEA.I,2023-09-07,129021,SP500 Health Care .S,1536.17947600
HEA.I,2023-09-08,129021,SP500 Health Care .S,1535.49229100
HEA.I,2023-09-11,129021,SP500 Health Care .S,1545.93665300
HEA.I,2023-09-12,129021,SP500 Health Care .S,1543.35260400
HEA.I,2023-09-13,129021,SP500 Health Care .S,1543.71685500
HEA.I,2023-09-14,129021,SP500 Health Care .S,1547.61572300
HEA.I,2023-09-15,129021,SP500 Health Care .S,1536.19154000
HEA.I,2023-09-18,129021,SP500 Health Care .S,1533.42789000
HEA.I,2023-09-19,129021,SP500 Health Care .S,1534.88993500
HEA.I,2023-09-20,129021,SP500 Health Care .S,1535.16982900
HEA.I,2023-09-21,129021,SP500 Health Care .S,1521.02180700
HEA.I,2023-09-22,129021,SP500 Health Care .S,1518.09133900
HEA.I,2023-09-25,129021,SP500 Health Care .S,1526.27205400
HEA.I,2023-09-26,129021,SP500 Health Care .S,1513.09676600
HEA.I,2023-09-27,129021,SP500 Health Care .S,1505.61229200
HEA.I,2023-09-28,129021,SP500 Health Care .S,1512.79958000
HEA.I,2023-09-29,129021,SP500 Health Care .S,1501.22056600
HEA.I,2023-10-02,129021,SP500 Health Care .S,1499.60281700
HEA.I,2023-10-03,129021,SP500 Health Care .S,1485.96318800
HEA.I,2023-10-04,129021,SP500 Health Care .S,1492.69542000
HEA.I,2023-10-05,129021,SP500 Health Care .S,1500.08401300
HEA.I,2023-10-06,129021,SP500 Health Care .S,1515.27843400
HEA.I,2023-10-09,129021,SP500 Health Care .S,1520.69782300
HEA.I,2023-10-10,129021,SP500 Health Care .S,1528.20491100
HEA.I,2023-10-11,129021,SP500 Health Care .S,1521.69865100
HEA.I,2023-10-12,129021,SP500 Health Care .S,1507.53131100
HEA.I,2023-10-13,129021,SP500 Health Care .S,1516.75652400
HEA.I,2023-10-16,129021,SP500 Health Care .S,1528.16313800
HEA.I,2023-10-17,129021,SP500 Health Care .S,1526.17055500
HEA.I,2023-10-18,129021,SP500 Health Care .S,1512.50099700
HEA.I,2023-10-19,129021,SP500 Health Care .S,1497.94094400
HEA.I,2023-10-20,129021,SP500 Health Care .S,1492.00614500
HEA.I,2023-10-23,129021,SP500 Health Care .S,1482.61422100
HEA.I,2023-10-24,129021,SP500 Health Care .S,1486.88917200
HEA.I,2023-10-25,129021,SP500 Health Care .S,1473.54918800
HEA.I,2023-10-26,129021,SP500 Health Care .S,1459.16499400
HEA.I,2023-10-27,129021,SP500 Health Care .S,1434.26506500
HEA.I,2023-10-30,129021,SP500 Health Care .S,1442.10771500
HEA.I,2023-10-31,129021,SP500 Health Care .S,1451.16428700
HEA.I,2023-11-01,129021,SP500 Health Care .S,1453.85542900
HEA.I,2023-11-02,129021,SP500 Health Care .S,1476.62543000
HEA.I,2023-11-03,129021,SP500 Health Care .S,1484.18586900
HEA.I,2023-11-06,129021,SP500 Health Care .S,1494.00626500
HEA.I,2023-11-07,129021,SP500 Health Care .S,1494.69545800
HEA.I,2023-11-08,129021,SP500 Health Care .S,1492.60092900
HEA.I,2023-11-09,129021,SP500 Health Care .S,1461.24916100
HEA.I,2023-11-10,129021,SP500 Health Care .S,1469.99013100
HEA.I,2023-11-13,129021,SP500 Health Care .S,1478.29518400
HEA.I,2023-11-14,129021,SP500 Health Care .S,1488.61854000
HEA.I,2023-11-15,129021,SP500 Health Care .S,1489.59213100
HEA.I,2023-11-16,129021,SP500 Health Care .S,1495.29104900
HEA.I,2023-11-17,129021,SP500 Health Care .S,1492.43966100
HEA.I,2023-11-20,129021,SP500 Health Care .S,1500.21104800
HEA.I,2023-11-21,129021,SP500 Health Care .S,1509.33695400
HEA.I,2023-11-22,129021,SP500 Health Care .S,1517.48683400
HEA.I,2023-11-24,129021,SP500 Health Care .S,1525.23809000
HEA.I,2023-11-27,129021,SP500 Health Care .S,1515.54837000
HEA.I,2023-11-28,129021,SP500 Health Care .S,1507.91782000
HEA.I,2023-11-29,129021,SP500 Health Care .S,1508.21172100
HEA.I,2023-11-30,129021,SP500 Health Care .S,1527.09627300
HEA.I,2023-12-01,129021,SP500 Health Care .S,1532.57347200
HEA.I,2023-12-04,129021,SP500 Health Care .S,1535.75772000
HEA.I,2023-12-05,129021,SP500 Health Care .S,1533.18003400
HEA.I,2023-12-06,129021,SP500 Health Care .S,1534.12281500
HEA.I,2023-12-07,129021,SP500 Health Care .S,1532.92299600
HEA.I,2023-12-08,129021,SP500 Health Care .S,1535.67909400
HEA.I,2023-12-11,129021,SP500 Health Care .S,1545.10335500
HEA.I,2023-12-12,129021,SP500 Health Care .S,1552.29445600
HEA.I,2023-12-13,129021,SP500 Health Care .S,1580.61772400
HEA.I,2023-12-14,129021,SP500 Health Care .S,1571.95818100
HEA.I,2023-12-15,129021,SP500 Health Care .S,1558.58735400
HEA.I,2023-12-18,129021,SP500 Health Care .S,1561.52820100
HEA.I,2023-12-19,129021,SP500 Health Care .S,1571.98215400
HEA.I,2023-12-20,129021,SP500 Health Care .S,1549.01419800
HEA.I,2023-12-21,129021,SP500 Health Care .S,1567.63094900
HEA.I,2023-12-22,129021,SP500 Health Care .S,1575.26806300
HEA.I,2023-12-26,129021,SP500 Health Care .S,1578.69414700
HEA.I,2023-12-27,129021,SP500 Health Care .S,1586.03234500
HEA.I,2023-12-28,129021,SP500 Health Care .S,1589.86061800
HEA.I,2023-12-29,129021,SP500 Health Care .S,1590.36467300
HEA.I,2024-01-02,129021,SP500 Health Care .S,1618.40108100
HEA.I,2024-01-03,129021,SP500 Health Care .S,1616.21011500
HEA.I,2024-01-04,129021,SP500 Health Care .S,1623.72322700
HEA.I,2024-01-05,129021,SP500 Health Care .S,1623.31772600
HEA.I,2024-01-08,129021,SP500 Health Care .S,1636.95977300
HEA.I,2024-01-09,129021,SP500 Health Care .S,1637.62845600
HEA.I,2024-01-10,129021,SP500 Health Care .S,1644.43612300
HEA.I,2024-01-11,129021,SP500 Health Care .S,1642.57780600
HEA.I,2024-01-12,129021,SP500 Health Care .S,1637.74930500
HEA.I,2024-01-16,129021,SP500 Health Care .S,1628.69104900
HEA.I,2024-01-17,129021,SP500 Health Care .S,1624.75390200
HEA.I,2024-01-18,129021,SP500 Health Care .S,1624.93897100
HEA.I,2024-01-19,129021,SP500 Health Care .S,1625.98835500
HEA.I,2024-01-22,129021,SP500 Health Care .S,1632.16556800
HEA.I,2024-01-23,129021,SP500 Health Care .S,1631.29981000
HEA.I,2024-01-24,129021,SP500 Health Care .S,1616.47744200
HEA.I,2024-01-25,129021,SP500 Health Care .S,1612.81040800
HEA.I,2024-01-26,129021,SP500 Health Care .S,1622.25751700
HEA.I,2024-01-29,129021,SP500 Health Care .S,1633.35936100
HEA.I,2024-01-30,129021,SP500 Health Care .S,1637.39966600
HEA.I,2024-01-31,129021,SP500 Health Care .S,1635.57874200
HEA.I,2024-02-01,129021,SP500 Health Care .S,1656.30121800
HEA.I,2024-02-02,129021,SP500 Health Care .S,1654.33540100
HEA.I,2024-02-05,129021,SP500 Health Care .S,1659.46196100
HEA.I,2024-02-06,129021,SP500 Health Care .S,1677.47328000
HEA.I,2024-02-07,129021,SP500 Health Care .S,1681.82240400
HEA.I,2024-02-08,129021,SP500 Health Care .S,1678.92478100
HEA.I,2024-02-09,129021,SP500 Health Care .S,1678.00214700
HEA.I,2024-02-12,129021,SP500 Health Care .S,1679.64489400
HEA.I,2024-02-13,129021,SP500 Health Care .S,1665.04842300
HEA.I,2024-02-14,129021,SP500 Health Care .S,1678.49617300
HEA.I,2024-02-15,129021,SP500 Health Care .S,1690.30044900
