permno,adate,qdate,public_date,bm,invt_act,sale_invcap,rd_sale,staff_sale,PEG_trailing,TICKER
60871,2018-10-31,2019-01-31,2019-04-30,0.381,0.273,0.354,0.188,0.000,0.811,ADI
60871,2018-10-31,2019-01-31,2019-05-31,0.381,0.273,0.354,0.188,0.000,0.675,ADI
60871,2018-10-31,2019-04-30,2019-06-30,0.325,0.284,0.353,0.188,0.000,1.047,ADI
60871,2018-10-31,2019-04-30,2019-07-31,0.325,0.284,0.353,0.188,0.000,1.089,ADI
60871,2018-10-31,2019-04-30,2019-08-31,0.325,0.284,0.353,0.188,0.000,1.018,ADI
60871,2018-10-31,2019-07-31,2019-09-30,0.322,0.296,0.350,0.189,0.000,0.951,ADI
60871,2018-10-31,2019-07-31,2019-10-31,0.322,0.296,0.350,0.189,0.000,0.908,ADI
60871,2018-10-31,2019-07-31,2019-11-30,0.322,0.296,0.350,0.189,0.000,0.961,ADI
60871,2019-10-31,2019-10-31,2019-12-31,0.351,0.307,0.354,0.189,0.000,1.663,ADI
60871,2019-10-31,2019-10-31,2020-01-31,0.351,0.307,0.354,0.189,0.000,1.536,ADI
60871,2019-10-31,2019-10-31,2020-02-29,0.351,0.307,0.354,0.189,0.000,1.526,ADI
60871,2019-10-31,2020-01-31,2020-03-31,0.340,0.306,0.338,0.191,0.000,1.866,ADI
60871,2019-10-31,2020-01-31,2020-04-30,0.340,0.306,0.338,0.191,0.000,2.282,ADI
60871,2019-10-31,2020-01-31,2020-05-31,0.340,0.306,0.338,0.191,0.000,2.352,ADI
60871,2019-10-31,2020-04-30,2020-06-30,0.337,0.305,0.328,0.192,0.000,5.216,ADI
60871,2019-10-31,2020-04-30,2020-07-31,0.337,0.305,0.328,0.192,0.000,4.884,ADI
60871,2019-10-31,2020-04-30,2020-08-31,0.337,0.305,0.328,0.192,0.000,4.971,ADI
60871,2019-10-31,2020-07-31,2020-09-30,0.324,0.285,0.326,0.190,0.000,1.773,ADI
60871,2019-10-31,2020-07-31,2020-10-31,0.324,0.285,0.326,0.190,0.000,1.800,ADI
60871,2019-10-31,2020-07-31,2020-11-30,0.324,0.285,0.326,0.190,0.000,2.113,ADI
60871,2020-10-31,2020-10-31,2020-12-31,0.318,0.242,0.321,0.187,0.000,1.836,ADI
60871,2020-10-31,2020-10-31,2021-01-31,0.318,0.242,0.321,0.187,0.000,1.831,ADI
60871,2020-10-31,2020-10-31,2021-02-28,0.318,0.242,0.321,0.187,0.000,1.937,ADI
60871,2020-10-31,2021-01-31,2021-03-31,0.257,0.251,0.342,0.185,0.000,1.417,ADI
60871,2020-10-31,2021-01-31,2021-04-30,0.257,0.251,0.342,0.185,0.000,1.399,ADI
60871,2020-10-31,2021-01-31,2021-05-31,0.257,0.251,0.342,0.185,0.000,1.504,ADI
60871,2020-10-31,2021-04-30,2021-06-30,0.248,0.236,0.368,0.182,0.000,2.366,ADI
60871,2020-10-31,2021-04-30,2021-07-31,0.248,0.236,0.368,0.182,0.000,2.300,ADI
60871,2020-10-31,2021-04-30,2021-08-31,0.248,0.236,0.368,0.182,0.000,2.239,ADI
60871,2020-10-31,2021-07-31,2021-09-30,0.228,0.227,0.392,0.181,0.000,3.508,ADI
60871,2020-10-31,2021-07-31,2021-10-31,0.228,0.227,0.392,0.181,0.000,3.634,ADI
60871,2020-10-31,2021-07-31,2021-11-30,0.228,0.227,0.392,0.181,0.000,3.776,ADI
60871,2021-10-31,2021-10-31,2021-12-31,0.460,0.223,0.164,0.177,0.000,,ADI
60871,2021-10-31,2021-10-31,2022-01-31,0.460,0.223,0.164,0.177,0.000,,ADI
60871,2021-10-31,2021-10-31,2022-02-28,0.460,0.223,0.164,0.177,0.000,,ADI
60871,2021-10-31,2022-01-31,2022-03-31,0.482,0.217,0.281,0.170,0.000,,ADI
60871,2021-10-31,2022-01-31,2022-04-30,0.482,0.217,0.281,0.170,0.000,,ADI
60871,2021-10-31,2022-01-31,2022-05-31,0.482,0.217,0.281,0.170,0.000,,ADI
60871,2021-10-31,2022-04-30,2022-06-30,0.511,0.220,0.264,0.159,0.000,,ADI
60871,2021-10-31,2022-04-30,2022-07-31,0.511,0.220,0.264,0.159,0.000,,ADI
60871,2021-10-31,2022-04-30,2022-08-31,0.511,0.220,0.264,0.159,0.000,,ADI
60871,2021-10-31,2022-07-31,2022-09-30,0.457,0.230,0.255,0.151,0.000,16.030,ADI
60871,2021-10-31,2022-07-31,2022-10-31,0.457,0.230,0.255,0.151,0.000,16.408,ADI
60871,2021-10-31,2022-07-31,2022-11-30,0.457,0.230,0.255,0.151,0.000,19.777,ADI
60871,2022-10-31,2022-10-31,2022-12-31,0.552,0.283,0.277,0.142,0.000,1.991,ADI
60871,2022-10-31,2022-10-31,2023-01-31,0.552,0.283,0.277,0.142,0.000,2.081,ADI
60871,2022-10-31,2022-10-31,2023-02-28,0.552,0.283,0.277,0.142,0.000,2.227,ADI
60871,2022-10-31,2023-01-31,2023-03-31,0.461,0.268,0.291,0.134,0.000,0.817,ADI
60871,2022-10-31,2023-01-31,2023-04-30,0.461,0.268,0.291,0.134,0.000,0.745,ADI
60871,2022-10-31,2023-01-31,2023-05-31,0.461,0.268,0.291,0.134,0.000,0.736,ADI
60871,2022-10-31,2023-04-30,2023-06-30,0.436,0.296,0.300,0.131,0.000,0.661,ADI
60871,2022-10-31,2023-04-30,2023-07-31,0.436,0.296,0.300,0.131,0.000,0.677,ADI
60871,2022-10-31,2023-04-30,2023-08-31,0.436,0.296,0.300,0.131,0.000,0.617,ADI
60871,2022-10-31,2023-07-31,2023-09-30,0.393,0.319,0.300,0.130,0.000,0.522,ADI
60871,2022-10-31,2023-07-31,2023-10-31,0.393,0.319,0.300,0.130,0.000,0.469,ADI
60871,2022-10-31,2023-07-31,2023-11-30,0.393,0.319,0.300,0.130,0.000,0.547,ADI
60871,2023-10-31,2023-10-31,2023-12-31,0.496,0.375,0.294,0.135,0.000,1.109,ADI
60871,2023-10-31,2023-10-31,2024-01-31,0.496,0.375,0.294,0.135,0.000,1.075,ADI
60871,2023-10-31,2023-10-31,2024-02-29,0.496,0.375,0.294,0.135,0.000,1.072,ADI
60871,2023-10-31,2024-01-31,2024-03-31,0.404,0.357,0.275,0.142,0.000,1.376,ADI
60871,2023-10-31,2024-01-31,2024-04-30,0.404,0.357,0.275,0.142,0.000,1.395,ADI
60871,2023-10-31,2024-01-31,2024-05-31,0.404,0.357,0.275,0.142,0.000,1.631,ADI
60871,2023-10-31,2024-04-30,2024-06-30,0.383,0.339,0.250,0.151,0.000,3.559,ADI
60871,2023-10-31,2024-04-30,2024-07-31,0.383,0.339,0.250,0.151,0.000,3.608,ADI
60871,2023-10-31,2024-04-30,2024-08-31,0.383,0.339,0.250,0.151,0.000,3.662,ADI
60871,2023-10-31,2024-07-31,2024-09-30,0.330,0.314,0.232,0.156,0.000,7.376,ADI
60871,2023-10-31,2024-07-31,2024-10-31,0.330,0.314,0.232,0.156,0.000,7.150,ADI
60871,2023-10-31,2024-07-31,2024-11-30,0.330,0.314,0.232,0.156,0.000,6.988,ADI
